行政區,醫事機構代碼,院所名稱,地址,聯絡電話,子宮頸癌篩檢,口腔癌篩檢,大腸癌篩檢,乳癌篩檢,肺癌篩檢,貼心小提醒
63000040,3501101849,北安聯合診所,臺北市中山區北安路５６９之１號２樓．之２、３、４號１、２樓,(02)25337777,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501102364,陳世澤內科診所,臺北市中山區龍江路２８４－１號,(02)25011239,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501103003,世珍婦產診所,臺北市中山區朱崙街４６號,(02)27212501,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501103076,德容聯合診所,臺北市中山區吉林路１９７號、１９７號２樓,(02)25643076,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501103272,大直診所,臺北市中山區北安路５９５巷２弄２號（１樓及地下層）及６號,(02)25332339,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501103665,寧康聯合診所,臺北市中山區龍江路２０９巷６之１號,(02)25013862,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501103781,黃大倫婦產科診所,臺北市中山區長安東路２段１３１－３號１、２樓,(02)25006032,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501103978,吳振力診所,臺北市中山區長春路３０９號,(02)25095909,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501104135,啟新診所,臺北市中山區建國北路３段４２號５樓６樓,(02)25070723,Y,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501104322,民生承安診所,臺北市中山區民生東路３段９０號１、２樓,(02)25032633,Y,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501104742,光華家醫科診所,臺北市中山區長安東路２段３３號１樓,(02)25072342,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501105310,高固亷診所,臺北市中山區北安路６１３號及５９５巷１號地下１層,(02)25323036,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501105445,莊宇龍診所,臺北市中山區北安路６３７號,(02)25331255,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501107565,雙連婦產科小兒科診所,臺北市中山區民生西路３０號４樓,02-25222350,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501105472,創健診所,臺北市中山區復興北路３７８號地下１層,(02)25000758,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501105767,愛鄰診所,臺北市中山區北安路５２０－１號,(02)25322333,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501105856,思雲診所,臺北市中山區中山北路２段１３７巷１０號、地下室,(02)25428825,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501106111,信安診所,臺北市中山區民生西路２４號３樓,(02)25118112,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501106166,興安診所,臺北市中山區民生東路３段９０號２樓、９０號２樓之３,(02)25052228,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501106559,杏慈診所,臺北市中山區民權東路２段１５２巷２之１號,(02)25013109,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501106997,康心美婦診所,臺北市中山區農安街１４號２樓、雙城街１７之４號２樓,(02)25971069,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501107574,榮星診所,臺北市中山區龍江路２７４號１樓及２８０號１樓、２樓,(02)25168112,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501107645,惟亷診所,臺北市中山區北安路５９５巷１號地下一層,(02)25323038,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501107725,大直佳恩診所,臺北市中山區北安路５９１號１樓及地下層,(02)25323301,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501108688,送子鳥11診所,臺北市中山區樂群二路189號,(02)25323357,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501108008,四季和安婦幼診所,臺北市中山區林森北路４５２號地下１樓、４５８號及４５８號３樓,(02)25677310,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501108277,固亷診所,臺北市中山區北安路６１３號、５９５巷１號地下一層,(02)25323036,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501108366,上直診所,臺北市中山區北安路４５８巷４１弄４９號,(02)85091776,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501108482,詹益偉耳鼻喉科診所,臺北市中山區北安路６１１號,(02)25334711,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,"	3501108759",生基婦產科診所,臺北市中山區長安東路2段108號2樓,(02)25181388,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501109407,繼承婦產科診所,臺北市中山區松江路２７６號５樓及５樓之１,(02)25641083,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501109845,永育樂群診所,臺北市中山區樂群二路２１０之２號（１樓）,(02)85012268,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,350110A388,新英格蘭診所,臺北市中山區松江路３９６號１樓,(02)25966008,,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3701105529,承錡馬楷牙醫診所,臺北市中山區長春路65號2樓,02-25819091,,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,350110A422,中崙國際診所,臺北市中山區八德路2段305號,(02)27711501,Y,Y,Y,Y,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,"	3501108393",育仁診所,臺北市中山區錦州街286號,(02)25066188,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,350110A646,美迪大直婦產科診所,臺北市中山區北安路７８０號２樓,(02)85020190,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501108535,麗安耳鼻喉科診所                                                                                    ,臺北市中山區龍江路２８９號,(02)25068080,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3701101423,雙城牙醫診所,臺北市中山區雙城街１８巷８號,(02)25928416,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3701101861,承新牙醫診所,臺北市中山區吉林路３１７號,(02)25971616,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3701103098,重九牙醫診所,臺北市中山區建國北路２段１８６巷２０號１樓,(02)25163663,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3701103525,祺甯牙醫診所,臺北市中山區長安東路２段４９號１樓,(02)25361020,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3701103712,常春藤牙醫診所,臺北市中山區長春路３４８－５號,(02)87123336,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3701105556,東昇牙醫診所,臺北市中山區民生東路２段９８號、１００號,(02)25361267,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501102766,如田診所,臺北市中山區民生東路2段128號1樓,(02)25361100,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501102622,宗北內科診所,臺北市中山區民生西路24號2樓,(02)25411001,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501107047,哲民診所,臺北市中山區龍江路356巷24號,(02)25026854,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,3501101849,北安聯合診所,臺北市中山區北安路５６９之１號２樓．之２、３、４號１、２樓,(02)25337777,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,350110B143,沐晴診所,臺北市中山區龍江路４０１號１樓,(02)25189009,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000040,350110B287,向慈耳鼻喉科診所,臺北市中山區錦州街４３７號１樓,(02)25178880,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,101180036,臺北市立聯合醫院和平院區,臺北市中正區中華路2段33號,(02)23889595,Y,Y,Y,Y,Y,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,101180027,臺北市立聯合醫院婦幼院區,臺北市中正區福州街12號,(02)23916471,Y,,,Y,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,401180014,國立臺灣大學醫學院附設醫院,臺北市中正區中山南路７、８號；常德街１號,(02)23123456,Y,Y,Y,Y,Y,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,901180023,郵政醫院（委託中英醫療社團法人經營）,臺北市中正區福州街１４號,(02)23956755,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,2101180038,臺北市立聯合醫院附設中正門診部,臺北市中正區牯嶺街２４號１樓,(02)23210168,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,2501180018,國軍台北門診中心附設民眾診療服務處,臺北市中正區紹興南街７號,(02)23918235,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3701180693,杏安牙醫診所,臺北市中正區金門街9之6號,(02)2368 7807,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3501181589,同泰診所,臺北市中正區汀州路２段１３６，１３８號,(02)23678511,Y,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3501181614,張孟源內科診所,臺北市中正區中華路２段３２５號,(02)23098600,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3501180420,劉瑞聰診所,臺北市中正區汀州路一段194號,(02)2303 8125,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3501181918,丞泰耳鼻喉科診所,臺北市中正區南昌路１段７８號,(02)23973668,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,"	3501185961",博士診所,臺北市中正區南陽街8號B1,(02)23120120,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,"	3501184964",祈新婦產科診所,臺北市中正區懷寧街78號10樓,(02)23612800,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3501183083,柯滄銘婦產科診所,臺北市中正區林森南路１０號、１０號２樓、１２號２樓,(02)33933939,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3501183547,怡和診所,臺北市中正區汀州路２段２１２號,(02)23625100,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3501183850,健康101診所,臺北市中正區牯嶺街９７號１樓,(02)23645143,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3501184197,美兆診所,臺北市中正區北平東路１６號１２樓之１,(02)77251177,Y,,,Y,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3501184731,禾馨婦產科診所,臺北市中正區懷寧街７８號、７８號２樓,(02)23612323,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3501185603,日明耀診所,臺北市中正區重慶南路１段６６之１號２樓之１,(02)23611190,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3501185827,李明儒耳鼻喉科診所,臺北市中正區中華路２段３４１號,(02)23038181,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3501186011,鈞安診所,臺北市中正區中華路２段４３１號,(02)23092030,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3501186164,永愉診所,臺北市中正區忠孝東路１段５４號３樓,(02)23218799,,,,Y,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3501186208,好甘心診所,臺北市中正區公園路３０號９樓之１、９樓之２、１１樓之１,(02)23700887,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3501186280,銘人診所,臺北市中正區博愛路９號３樓,(02)77557566,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,3501186459,禾瑞印象診所,臺北市中正區信義路２段２１３號５樓,(02)23961067,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,4001180010,醫療財團法人徐元智先生醫藥基金會遠東聯合診所,臺北市中正區永綏街８至１４號,(02)23111525,Y,,Y,Y,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000050,4001180029,醫療財團法人好心肝基金會好心肝診所,臺北市中正區公園路３０號２樓之２、８樓之１、８樓之２,(02)23700827,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000060,101090028,臺北市立聯合醫院中興院區,臺北市大同區鄭州路145號　　,(02)25523234,Y,Y,Y,Y,Y,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000060,2101090011,臺北市立聯合醫院附設大同門診部,臺北市大同區昌吉街５２號１至２樓,(02)25948971,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000060,3501090172,鈞生診所,臺北市大同區甘州街２８號,(02)25570048,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000060,3501090458,施小兒科診所,臺北市大同區重慶北路３段２８號,(02)25941935,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000060,3501090663,廣安診所,臺北市大同區大龍街１７７巷３號,(02)25926735,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000060,3501091133,羅志弘診所,臺北市大同區重慶北路３段１１５號,(02)25921666,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000060,3501092989,聖心婦家醫診所,臺北市大同區保安街１－１號１樓,(02)25531346,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000060,3501093011,廣博診所,臺北市大同區長安西路２２０巷５號,(02)25594775,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000060,3501093299,羅源彰診所,臺北市大同區長安西路１３７號,(02)25552500,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000060,3501093468,梅約內科診所,臺北市大同區長安西路８８號１、２、３樓,(02)25557728,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000060,3501093584,建順診所,臺北市大同區甘州街５１號,(02)25573250,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000060,3501093600,梅約診所,臺北市大同區長安西路８８號１、２、３樓,(02)25557728,Y,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000060,3501093913,寧夏診所,臺北市大同區民生西路２３６號,(02)25586060,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000060,3701090701,曾鳳飛牙醫診所,臺北市大同區長安西路１１７號２樓,(02)25558527,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000060,3701090934,大仁牙醫診所,臺北市大同區雙連街５４號１樓,(02)25576035,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,401190010,國立臺灣大學醫學院附設醫院北護分院,臺北市萬華區康定路３７號、臺北市萬華區內江街８７號,(02)23717101,Y,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,901190010,西園醫療社團法人西園醫院,臺北市萬華區西園路２段２６６～２７４號、１８５、１８７號,(02)23076968,Y,,Y,Y,Y,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,1401190011,財團法人台灣省私立台北仁濟院附設仁濟醫院,臺北市萬華區廣州街２００、２４３號,(02)23021133,Y,,Y,Y,Y,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,1401190039,同仁院醫療財團法人萬華醫院,臺北市萬華區中華路２段６０６巷６號,(02)23059292,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,2101191068,臺北市立聯合醫院附設萬華門診部,臺北市萬華區東園街１５２號,(02)23395384,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501190542,世福診所,臺北市萬華區康定路１８之３號２樓,(02)23146654,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501190560,益生婦產科診所,臺北市萬華區萬大路４０６－１號,(02)23031112,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501192144,盧漢隆耳鼻喉科診所,臺北市萬華區環河南路２段１９７號,(02)23361363,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501192368,陳國賢診所,臺北市萬華區萬大路２３６號１、２樓,(02)23018007,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501192528,聖約翰婦產科診所,臺北市萬華區東園街１７５號,(02)23098502,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501192537,裕仁診所,臺北市萬華區萬大路１１７號２樓、西藏路２９２號２樓,(02)23363229,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501192733,天行健診所,臺北市萬華區寶興街１２１、１２５、１２７號,(02)23320688,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501192779,中山婦產科診所,臺北市萬華區桂林路１１４號,(02)23080316,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501194237,維恩耳鼻喉科診所,臺北市萬華區萬大路４４６號,(02)23056936,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501194424,快樂兒童診所,臺北市萬華區寶興街１２１、１２５、１２７號,(02)23328610,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501194568,城中瑪麗安婦產科診所,臺北市萬華區成都路４號２樓、中華路１段１５８號,(02)23813500,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501194657,永康診所,臺北市萬華區桂林路４７號１樓２樓及地下１樓,(02)23123455,Y,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501194728,吳明修診所,臺北市萬華區中華路２段４０、４２號４樓,(02)23066466,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,"	3501195038",幸福診所,臺北市萬華區康定路199號,02-23380456,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501195136,雙園診所,臺北市萬華區西藏路261之3號,02-23048655,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501195270,萬華衛康內科診所,臺北市萬華區萬大路２１７號,(02)23092807,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501195289,艋舺通安診所,臺北市萬華區環河南路２段２４２號、２４２之１號,(02)23089862,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,"	3501194451",青年診所,臺北市萬華區中華路2段424號,(02)23032450,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,"	3501195234",健安診所,臺北市萬華區萬大路432號,(02)23012255,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501195690,瑞生診所,臺北市萬華區西園路２段２５０號、２５０號２樓、２５０號３樓、,(02)23012788,Y,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501195869,益銓診所,臺北市萬華區萬大路２３３號,(02)23331323,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501196106,可為診所,臺北市萬華區青年路２４號（１樓）,(02)23370111,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3501196142,東京生活診所,臺北市萬華區萬大路４９１號（１、２樓）,(02)23090990,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3701190411,蕭輝隆牙醫診所,臺北市萬華區西藏路２６２號,(02)23066833,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3701192424,立新口腔顎面外科牙醫診所,臺北市萬華區西園路２段２３３號、２３３號２樓、２３３號３樓,(02)23010601,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3701192540,台新美學牙醫診所                                                                                    ,臺北市萬華區中華路一段170號2樓之一,(02)2388 8581,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3701192460,福華美學牙醫診所,臺北市萬華區西園路２段１７１號（１樓、２樓、３樓）,(02)23320939,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,2101191068,台北市立聯合醫院附設萬華門診部,臺北市萬華區東園街１５２號,(02)23395384,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000070,3701190117,文林牙醫診所,臺北市萬華區環河南路２段１８７號,(02)23084633,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,1301200010,臺北市立萬芳醫院－委託財團法人臺北醫學大學辦理,臺北市文山區興隆路３段１１１號,(02)29307930,Y,Y,Y,Y,Y,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,1501201020,景美醫院,臺北市文山區羅斯福路６段２８０號及文山區育英街１８巷２號１樓,(02)29331010,Y,,Y,,Y,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,2101200017,臺北市立聯合醫院附設政大門診部,臺北市文山區指南路２段１１７號,(02)82377441,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501200249,仁耀診所,臺北市文山區興隆路１段２７３號１樓,(02)29317788,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501200490,景美蔡登元婦產科診所,臺北市文山區興隆路２段１８９號１樓,(02)29331453,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501200623,慈慧內科眼科聯合診所,臺北市文山區羅斯福路５段２６４號,(02)29328036,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501200785,陳建業診所,臺北市文山區景文街８６號（１樓、２樓）、１０７號６樓,(02)29358181,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501201120,春林復健科診所,臺北市文山區木新路３段２２９號１樓,(02)29392500,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501201139,欣民診所,臺北市文山區保儀路３７號,(02)29375115,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501201219,官世英診所,臺北市文山區景興路４５號,(02)86638189,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501202510,徐慧玲診所,臺北市文山區興隆路４段９７號,(02)22340000,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501202538,長欣婦產科診所,臺北市文山區興隆路４段６０號１樓,(02)29367898,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501202618,愛文診所,臺北市文山區木柵路４段１４１號１樓,(02)29309998,Y,,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501202654,世誠耳鼻喉科診所,臺北市文山區忠順街１段１０７號１樓,(02)22343618,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501202798,定安診所,臺北市文山區景興路１６５號,(02)29323755,,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501202823,林正豐診所,臺北市文山區保儀路２５號,(02)29363665,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501202967,東翰診所,臺北市文山區興隆路２段１３９號,(02)29308330,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501203106,王家庭醫學科診所,臺北市文山區萬安街９號,(02)82301875,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501203124,芳馨診所,臺北市文山區興隆路２段６２號,(02)29325253,Y,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501203222,健鑫診所,臺北市文山區忠順街１段２８號,(02)29375680,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501203259,樂群耳鼻喉科家醫科診所,臺北市文山區木新路３段２０２號,(02)22340158,Y,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501203268,仁荔健康診所,臺北市文山區興隆路１段２５８號,(02)29339986,Y,Y,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501203357,大豐耳鼻喉科診所,臺北市文山區木新路３段２２０號,(02)29371299,,Y,,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501203428,順欣診所,臺北市文山區木柵路３段１１２號（實際營業地址：１層、２層）,(02)29391011,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
63000080,3501203455,佳鴻診所,臺北市文山區羅斯福路６段２５６號１樓,(02)29333096,,,Y,,,前往檢查時，建議先電洽醫療院所確認看診時段，並請攜帶健保卡。
