序號,據點名稱,行政區,行政區代碼,據點地址,電話
217,"財團法人中華民國佛教慈濟慈善事
業基金會(松山聯絡處)",松山區,63000010,"臺北市松山區吉祥里南京東路5段188號16
樓",02-82281628#56
218,社團法人台北市長期照護發展協會,松山區,63000010,臺北市松山區自強里三民路35巷9號1樓,02-27420058
219,社團法人台北市銀髮族協會(松山),松山區,63000010,臺北市松山區安平里寶清街42號1樓、2樓,0958-526511
220,臺北市松山區安平社區發展協會,松山區,63000010,臺北市松山區安平里寶清街42號1樓、2樓,02-87806411
221,臺北市信義區國業里辦公處,信義區,63000020,臺北市信義區國業里虎林街222巷15號,02-27262518
222,臺北市信義區三犁里辦公處,信義區,63000020,"臺北市信義區三犁里信義路5段150巷14弄
6號1樓",0932-784861
223,臺北市信義區安康里辦公處,信義區,63000020,臺北市信義區安康里虎林街232巷55號,0937-853597
224,"臺北市信義區老人服務中心(中華
民國紅心字會)",信義區,63000020,臺北市信義區大仁里大道路116號5樓之3,02-87870300
225,"財團法人台北市中華基督教信義會
(復興堂)",信義區,63000020,"臺北市信義區中興里信義路4段375號10樓
之2",02-27200440
226,臺北市信義區西村里辦公處,信義區,63000020,臺北市信義區西村里基隆路1段364巷22號,02-27586396
227,社團法人台北市銀髮族協會(信義),信義區,63000020,臺北市信義區中坡里中坡南路277號1樓,0958-526511
228,臺北市信義區永安社區發展協會,信義區,63000020,"臺北市信義區長春里松山路294號4樓（永
春區民活動中心）",0963-763236
229,台灣沐風關懷協會,信義區,63000020,"臺北市信義區新仁里忠孝東路4段563號2
樓、5樓",0918-771757
230,"社團法人台灣厝邊有愛關懷協會
(永吉教會)",信義區,63000020,"臺北市信義區廣居里虎林街155、157、
159號1樓",02-27238578
231,臺北市信義區景聯里辦公處,信義區,63000020,"臺北市信義區景聯里基隆路2段39巷37弄2
號",0900-602217
232,"財團法人臺北醫學大學展齡中心
(信義)",信義區,63000020,"臺北市信義區景勤里吳興街156巷16弄7號
1樓",02-27361661#2774
233,臺北市信義區惠安里辦公處,信義區,63000020,臺北市信義區惠安里吳興街506巷21號,02-27588650
234,"社團法人台北市信義區雙和社區發
展協會",信義區,63000020,"臺北市信義區雙和里吳興街284巷24弄12
號",02-27381447
235,台北市紅十字會,信義區,63000020,"臺北市信義區中興里信義路4段415號5樓
之3",02-27583009
236,台北市君賀人本關懷協會,信義區,63000020,"臺北市信義區中行里福德街221巷15號（
瑠公國中）",02-23278616
237,台灣體適能健康促進協會(黎忠),信義區,63000020,"臺北市信義區黎忠里和平東路3段391巷16
號2樓",0938-598298
238,台灣體適能健康促進協會(黎平),信義區,63000020,"臺北市信義區黎平里崇德街118、120號1
樓",0938-598298
239,臺北市信義區泰和社區發展協會,信義區,63000020,"臺北市信義區泰和里松仁路308巷60號1樓
臺北市信義區泰和里松仁路308巷61號",0987-052143
240,中華民國老人福利協進會,信義區,63000020,"臺北市信義區嘉興里信安街78-80號2樓（
連棟）",02-27382357
241,"財團法人中華民國佛教慈濟慈善事
業基金會(東區會所)",信義區,63000020,臺北市信義區永吉里松隆路327號,02-82281628#58
242,"臺北醫學大學高齡健康暨長期照護
學系(大我新舍)",信義區,63000020,臺北市信義區黎安里和平東路3段599號,02-27361661
243,臺北市信義區中行里辦公處,信義區,63000020,"臺北市信義區中行里福德街268巷32號
臺北市信義區大仁里大道路116號8樓。",0987-445009
244,"社團法人台灣厝邊有愛關懷協會
(中坡教會)",信義區,63000020,臺北市信義區中坡里大道路127-1號,0909-053076
245,臺北市信義區松光里辦公處,信義區,63000020,"臺北市信義區松光里忠孝東路5段492巷32
號",02-27278925
246,臺北市信義區五全里辦公處,信義區,63000020,"臺北市信義區五全里永吉路278巷1弄13號
1樓",0921-126652
247,"財團法人中華民國大同老人福利基
金會",信義區,63000020,"臺北市信義區興雅里基隆路1段155號3樓
之6-9",02-27670563
248,"財團法人台北市基督教全人福利事
業基金會(吳興教會)",信義區,63000020,"臺北市信義區三張里吳興街269巷18弄4、
6、8號",0938-390201
249,臺北市信義區雙春社區發展協會,信義區,63000020,臺北市信義區長春里松山路294號2樓,02-27695123
250,臺北市基督教新榮耀堂福音協進會,信義區,63000020,臺北市信義區大道里忠孝東路5段782號,0921-828764
251,臺北市信義區松友社區發展協會,信義區,63000020,"臺北市信義區松友里信義路6段76巷2弄22
號1樓","02-23466669
0967-149699"
252,臺北市信義區挹翠社區發展協會,信義區,63000020,臺北市信義區六合里紫雲街23號1樓,02-27228636
253,"財團法人雙福社會福利慈善事業基
金會 (信義社區照顧關懷據點)",信義區,63000020,"臺北市信義區正和里光復南路443巷9號
臺北市信義區正和里光復南路447-44號",0918-411278
254,財團法人台灣基督傳道會復生教會,南港區,63000090,臺北市南港區舊莊里南深路21巷18號1樓,02-27822075
255,臺北市南港區鴻福社區發展協會,南港區,63000090,臺北市南港區鴻福里成福路84號1樓,0958-151645
256,臺北市南港區新富里辦公處,南港區,63000090,臺北市南港區新富里富康街25號,0952-167703
257,臺北市南港區仁福里辦公處,南港區,63000090,臺北市南港區仁福里福德街443號1樓,0919-619949
258,"臺北市南港區中研新村社區發展協
會",南港區,63000090,"臺北市南港區中研里研究院路2段70巷49
號1樓；12號2樓；28號1樓",0937-858636
259,"社團法人中華基督教加倍愛全人關
懷協會",南港區,63000090,"臺北市南港區中南里忠孝東路7段625巷16
號",0905-818922
260,"社團法人台灣厝邊有愛關懷協會
(中研教會)",南港區,63000090,臺北市南港區中研里研究院路2段11巷5號,0911-186101
261,"社團法人台灣多元社會福利協會
( 瀞德)",南港區,63000090,臺北市南港區西新里成功路1段82巷11號,918124780
262,財團法人以琳基督徒中心,南港區,63000090,臺北市南港區合成里中坡北路92號2樓,02-26511002#13
263,"社團法人臺北市南港區舊莊社區發
展協會",南港區,63000090,臺北市南港區舊莊里舊莊街1段91巷11號,0931-518686
264,臺北市全人探索協會,南港區,63000090,"臺北市南港區玉成里八德路4段768之1號
4-6樓",0918-054725
265,臺北市南港區西新里辦公處,南港區,63000090,臺北市南港區西新里成功路1段99號,0908-809805
266,台北市後山埤文化發展協會,南港區,63000090,臺北市南港區聯成里東新街77巷31號,02-27851737
267,臺北市南港區仁福社區發展協會,南港區,63000090,臺北市南港區仁福里福德街373巷61號1樓,0917-232297
268,"社團法人台灣厝邊有愛關懷協會（
錫安教會）",南港區,63000090,臺北市南港區玉成里玉成街20號,02-27831891
269,財團法人弘道老人福利基金會,南港區,63000090,"臺北市南港區中南里市民大道8段588巷18
號",0979-810136
270,臺北市南港區好厝邊社區發展協會,南港區,63000090,"臺北市南港區中研里研究院路2段70巷12
號2樓",0938-129401
271,臺北市南港區久如社區發展協會,南港區,63000090,"臺北市南港區九如里研究院路2段208號1
樓",0933-122481
272,"社團法人中華民國我願意全人關懷
協會",南港區,63000090,"臺北市南港區萬福里東新街64巷7、11、
13號地下樓；同德路85巷6號1樓",02-27826248
273,臺北市萬華區忠德里辦公處,萬華區,63000070,"臺北市萬華區忠德里東園街66巷24弄1號1
樓",913303616
274,"中華民國雙囍老人義務教育推廣協
會",萬華區,63000070,"臺北市萬華區壽德里萬大路411號2樓；南
寧路46號（週三雙囍有約美食課在龍山國
中烹飪教室）","02-2331-
7158#18/0908410883"
275,臺北市萬華區新忠里辦公處,萬華區,63000070,臺北市萬華區新忠里西藏路125巷7號1樓,0931-360310
276,臺北市萬華區萬大社區發展協會,萬華區,63000070,臺北市萬華區壽德里萬大路329巷25號1樓,0933-7476120
277,財團法人天主教聖母聖心會,萬華區,63000070,臺北市萬華區雙園里興寧街70號,02-23028934
278,社團法人中華善德關懷協會,萬華區,63000070,"臺北市萬華區柳鄉里環河南路2段102號3
樓",0975-821326
279,"財團法人台北市中國基督教靈糧世
界佈道會台北靈糧堂(萬華靈糧福
音中心)",萬華區,63000070,"臺北市萬華區仁德里桂林路27號1樓、31
號1樓",02-23315658
280,臺北市萬華區錦德里辦公處,萬華區,63000070,臺北市萬華區錦德里寶興街80巷18號,0988-179748
281,"財團法人天主教單國璽弱勢族群社
福基金會",萬華區,63000070,臺北市萬華區日善里西藏路201號,02-23070052
282,臺北市萬華區福音里辦公處,萬華區,63000070,"臺北市萬華區福音里昆明街284號1樓；永
福街77號1樓",0979-608343
283,臺北市萬華日祥關懷協會,萬華區,63000070,"臺北市萬華區日祥里青年路186-1號第二
教室",0933-719446
284,臺北市和德長壽健康促進協會,萬華區,63000070,臺北市萬華區和德里興義街25號1樓,02-23395285
285,"財團法人環宇國際文化教育基金會
(萬華)",萬華區,63000070,臺北市萬華區錦德里西園路2段279之6號,02-23098844
286,臺北市萬華區新和里辦公處,萬華區,63000070,"臺北市萬華區新和里中華路2段416巷13之
1號；中華路2段364巷9號；青年路40號；
青年路30巷",02-23390506
287,臺北市萬華區青年社區發展協會,萬華區,63000070,"臺北市萬華區新和里中華路2段416巷9-
3、9-4號；中華路2段364巷9號；青年路
40號",02-23037844
288,台北市萬華區華江社區發展協會,萬華區,63000070,臺北市萬華區華江里長順街臨127號,02-23081454
289,臺北市萬華區壽德里辦公處,萬華區,63000070,臺北市萬華區壽德里長泰街45號.47號1F,02-23328377
290,臺北市萬華區馬場町社區發展協會,萬華區,63000070,臺北市萬華區騰雲里中華路2段596巷1號,0983-372223
291,臺北市萬華區保德社區發展協會,萬華區,63000070,"臺北市萬華區保德里東園街140巷8號、10
號",02-23323337
292,社團法人台北市艾馨公益慈善會,萬華區,63000070,臺北市萬華區福音里康定路229號6樓,0985-582990
,,,,,
