統編,公司名稱,公司地址,經度,緯度
60656300,太學基隆股份有限公司,115臺北市南港區園區街3之1號4樓,311731,2772315
60676875,永源智能股份有限公司,115臺北市南港區三重路19之11號4樓,311923,2772402
60687015,保昕生技股份有限公司,115臺北市南港區園區街3之2號7樓,311739,2772221
60713203,森拓再生醫學生技有限公司,115臺北市南港區園區街3號17樓,311745,2772394
60760296,太學崇德股份有限公司,115臺北市南港區園區街3之1號4樓,311731,2772315
60792121,充洋有限公司,115臺北市南港區三重路19之13號5樓,311871,2772403
60796251,薏一社會企業股份有限公司,115臺北市南港區三重路19之13號14樓,311871,2772403
62187748,智準國際股份有限公司,115臺北市南港區園區街3號17樓,311745,2772394
62222457,能知有限公司,115臺北市南港區三重路19之11號3樓,311923,2772402
62254507,內克薩數位股份有限公司,115臺北市南港區三重路19之13號4樓,311871,2772403
66262721,奧孟亞股份有限公司,115臺北市南港區園區街3之2號4樓,311739,2772221
66264018,中孚創聯科技股份有限公司,115臺北市南港區三重路19之11號4樓,311923,2772402
66538256,山豐營造股份有限公司,115臺北市南港區三重路19之5號2樓,311911,2772236
69324193,富萱科技股份有限公司,115臺北市南港區三重路19之13號4樓,311871,2772403
70394956,俊宜投資股份有限公司,115臺北市南港區三重路19之11號10樓,311923,2772402
70444999,茂為歐買尬數位科技股份有限公司,115臺北市南港區三重路19之2號7樓之1,311908,2772179
70455720,安國國際科技股份有限公司,115臺北市南港區三重路66號9樓之1,311990,2772260
70462428,康訊全球電子商務股份有限公司,115臺北市南港區三重路19之8號6樓,311915,2772292
70465348,冠宇國際電子股份有限公司,115臺北市南港區園區街3之2號6樓之1,311739,2772220
70479315,廣積科技股份有限公司,115臺北市南港區園區街3號15樓之1,311745,2772394
70481754,大好興業股份有限公司,115臺北市南港區三重路19之10號,311900,2772357
70547123,捷正公寓大廈管理維護股份有限公司,115臺北市南港區三重路66號4樓,311990,2772260
70555349,中天生物科技股份有限公司,115臺北市南港區三重里園區街3號18樓之1,311745,2772394
70557655,藥華醫藥股份有限公司,115臺北市南港區園區街3號13樓,311745,2772394
70562910,茂網科技股份有限公司,115臺北市南港區三重路19之2號9樓,311908,2772179
70599043,勤創科技股份有限公司,115臺北市南港區三重路19號2樓,311936,2772124
70760897,基亞生物科技股份有限公司,115臺北市南港區園區街3號14樓,311745,2772394
70765909,悠遊卡股份有限公司,115臺北市南港區園區街3之1號13樓,311730,2772315
70811495,台灣碩網網路娛樂股份有限公司,115臺北市南港區三重路19之13號11樓,311871,2772403
70837262,吉宣投資股份有限公司,115臺北市南港區園區街3之2號6樓之3,311739,2772220
70837690,英孚通聯網科技股份有限公司,115臺北市南港區三重路19之2號6樓之2,311908,2772179
70840203,宜威投資股份有限公司,115臺北市南港區園區街3之2號6樓之3,311739,2772220
70842856,百宣投資股份有限公司,115臺北市南港區園區街3之2號6樓之3,311739,2772220
70843709,亞普達國際電子商務股份有限公司,115臺北市南港區三重路19之6號7樓,311843,2772245
79959602,奇邑科技股份有限公司,115臺北市南港區三重路66號12樓之2,311990,2772260
79988938,自由系統股份有限公司,115臺北市南港區園區街3之2號4樓之1,311739,2772220
80007820,東華影像股份有限公司,115臺北市南港區三重路19之6號7樓,311843,2772245
80147435,數寬投資股份有限公司,115臺北市南港區園區街3之1號8樓,311730,2772315
80158381,智鼎科技股份有限公司,115臺北市南港區園區街3之1號6樓之3,311730,2772315
80158777,威健股份有限公司,115臺北市南港區園區街3號12樓,311745,2772394
80170462,智慧平台科技股份有限公司,115臺北市南港區三重路19之13號3樓,311871,2772403
80267326,台灣東電化電子股份有限公司,115臺北市南港區三重路66號7樓之1,311990,2772260
80286956,承忠投資股份有限公司,115臺北市南港區園區街3之2號10樓之2,311739,2772221
80287054,安宏投資股份有限公司,115臺北市南港區三重路19之11號10樓,311923,2772402
80295836,洋鈿洋行股份有限公司,115臺北市南港區三重路19之3號11樓,311836,2772182
80519435,樂利股份有限公司,115臺北市南港區三重路19之8號1樓,311915,2772292
80524351,昌達生化科技股份有限公司,115臺北市南港區園區街3號12樓,311745,2772394
80536188,嵐奕科技有限公司,115臺北市南港區三重路19之13號5樓,311871,2772403
80539431,鈺成材料科技股份有限公司,115臺北市南港區三重路19之13號7樓,311871,2772403
80654950,景順生活事業股份有限公司,115臺北市南港區園區街3號13樓,311745,2772394
80661122,擎力科技股份有限公司,115臺北市南港區園區街3之1號7樓之2,311730,2772315
80674436,壹傳科技股份有限公司,115臺北市南港區三重路19之5號2樓,311911,2772236
80681366,晟福科技股份有限公司,115臺北市南港區三重路19之13號8樓,311871,2772403
80684119,健康水股份有限公司,115臺北市南港區三重路19之3號6樓之1,311836,2772182
80689917,鴻發國際科技股份有限公司,115臺北市南港區園區街3號11樓之3,311745,2772394
80690674,廣來國際股份有限公司,115臺北市南港區園區街3之2號6樓之2,311739,2772220
82797053,以諾工程技術顧問有限公司,115臺北市南港區園區街3號10樓之2,311745,2772394
82803323,天坦科技股份有限公司,115臺北市南港區園區街3號3樓之3,311745,2772394
82811294,思達共享有限公司,115臺北市南港區三重路19之2號6樓之2,311908,2772179
82812414,將森投顧有限公司,115臺北市南港區園區街3號3樓之3,311745,2772394
82815968,喜德科技有限公司,115臺北市南港區園區街3之2號9樓,311739,2772221
82870032,英普瑞斯股份有限公司,115臺北市南港區園區街3號17樓,311745,2772394
82871877,開源智造股份有限公司,115臺北市南港區三重路19-13號4樓,311936,2772124
82876681,醫流體股份有限公司,115臺北市南港區園區街3號17樓,311745,2772394
82910800,陞泰安控股份有限公司,115臺北市南港區三重路19之11號10樓,311923,2772402
82917769,西門子歌美颯離岸風力再生能源股份有限公司,115臺北市南港區三重路66號16樓,311990,2772260
82942303,長峰資訊股份有限公司,115臺北市南港區三重路66號7樓之6,311990,2772260
82951908,勝昱建設股份有限公司,115臺北市南港區園區街3號14樓之7,311745,2772394
82953342,迅遠科技有限公司,115臺北市南港區園區街3號3樓之3,311745,2772394
82959351,保麒有限公司,115臺北市南港區三重路19之3號11樓,311836,2772182
82959373,鑫永安有限公司,115臺北市南港區三重路19之3號11樓,311836,2772182
82977935,婦嬣健康科技有限公司,115臺北市南港區三重路19之11號3樓,311923,2772402
83018596,台灣植物外泌體股份有限公司,115臺北市南港區園區街3號14樓之3,311745,2772394
83031057,太學中科股份有限公司,115臺北市南港區園區街3之1號4樓,311731,2772315
83031269,昌懋懿有限公司,115臺北市南港區園區街3號14樓之7,311745,2772394
83032318,偉富投資股份有限公司,115臺北市南港區園區街3號13樓之2,311745,2772394
83122991,源捷投資股份有限公司,115臺北市南港區園區街3之2號9樓,311739,2772221
83171747,一見藝術有限公司,115臺北市南港區三重路19之6號10樓,311843,2772245
83200362,盈擘生技股份有限公司,115臺北市南港區園區街3號11樓之1,311745,2772394
83201073,利洲投資股份有限公司,115臺北市南港區園區街3號13樓之1,311745,2772394
83211918,艾斯創生醫股份有限公司,115臺北市南港區園區街3號17樓,311745,2772394
83212867,安鑰科技股份有限公司,115臺北市南港區三重路66號12樓之2,311990,2772260
83238917,利家投資股份有限公司,115臺北市南港區園區街3號13樓之1,311745,2772394
83243236,道孚股份有限公司,115臺北市南港區三重路19之2號6樓之2,311908,2772179
83243974,卅一室內裝修設計工程股份有限公司,115臺北市南港區園區街3之2號10樓之2,311739,2772221
83245240,陞揚資訊股份有限公司,115臺北市南港區三重路19之11號10樓,311923,2772402
83245749,安富國際投資股份有限公司,115臺北市南港區經貿二路66號16樓之3,312171,2772248
83257765,星球寵物頻道事業有限公司,115臺北市南港區三重路19之11號3樓,311923,2772402
83266693,達思智能科技股份有限公司,115臺北市南港區園區街3之2號7樓之3,311739,2772221
83349890,方塊磚智慧顯示股份有限公司,115臺北市南港區三重路19之13號3樓,311871,2772403
83424124,申碁股份有限公司,115臺北市南港區園區街3號12樓之5,311745,2772394
83469938,賽昂生醫股份有限公司,115臺北市南港區園區街3號17樓,311745,2772394
83485971,先鋒智能股份有限公司,115臺北市南港區三重路19之11號4樓,311923,2772402
83502269,矽智科技股份有限公司,115臺北市南港區園區街3之2號9樓,311739,2772221
83502330,路明思生技股份有限公司,115臺北市南港區園區街3號17樓,311745,2772394
83522722,磊德設計室內裝修工程有限公司,115臺北市南港區三重路19之3號7樓之3,311836,2772182
83550183,鎂迪生醫股份有限公司,115臺北市南港區園區街3號17樓之1,311745,2772394
83550418,品沃科技股份有限公司,115臺北市南港區園區街3之2號9樓,311739,2772221
83592347,頂尖團隊智權有限公司,115臺北市南港區園區街3之2號3樓之3,311739,2772220
83623756,益創生醫股份有限公司,115臺北市南港區園區街3之2號7樓,311739,2772221
83692839,捕夢網國際股份有限公司,115臺北市南港區園區街3號11樓之3,311745,2772394
83699220,錡岳科技有限公司,115臺北市南港區園區街3之2號9樓,311739,2772221
83710920,千石科技股份有限公司,115臺北市南港區三重路19之11號5樓,311923,2772402
83724115,思凡科技有限公司,115臺北市南港區園區街3之2號9樓,311739,2772221
83742508,怡美投資股份有限公司,115臺北市南港區園區街3號11樓之3,311745,2772394
83747659,陞訊數據科技股份有限公司,115臺北市南港區三重路19之11號10樓,311923,2772402
83783649,易西貿易股份有限公司,115臺北市南港區三重路19之6號7摟,311936,2772124
83798621,憶闊科技有限公司,115臺北市南港區園區街3之2號9樓,311739,2772221
83799092,台灣房產租賃住宅代管有限公司,115臺北市南港區三重路19之13號7樓,311871,2772403
84244846,禾鴻科技股份有限公司,115臺北市南港區園區街3號3樓、3樓之1,311745,2772394
84273216,全方位資訊股份有限公司,115臺北市南港區園區街3之2號7樓之1,311739,2772220
84275158,欣宏電子股份有限公司,115臺北市南港區園區街3號4樓之2,311745,2772394
84285043,富而瓅股份有限公司,115臺北市南港區園區街3號10樓之7,311745,2772394
84293851,正暉股份有限公司,115臺北市南港區三重路19之2號11樓,311908,2772179
84759338,世華開發股份有限公司,115臺北市南港區三重路66號4樓,311990,2772260
84900878,業強科技股份有限公司,115臺北市南港區三重路19-13號7樓,311870.69,2772403.114
84906514,勁因科技有限公司,115臺北市南港區園區街3號12樓之6,311745,2772394
84917287,躍獅整合娛樂股份有限公司,115臺北市南港區園區街3號9樓,311745,2772394
84919659,啟奕資訊股份有限公司,115臺北市南港區三重路19之2號12樓,311908,2772179
84926791,大學光學科技股份有限公司,115臺北市南港區三重里園區街3之1號4樓,311730,2772315
85001655,天航文創有限公司,115臺北市南港區三重路19之11號3樓,311923,2772402
85009024,視航生物醫學股份有限公司,115臺北市南港區三重路66號3樓之5,311990,2772260
85017116,鋼文科技股份有限公司,115臺北市南港區三重路19之13號5樓,311871,2772403
85017827,友生泰生醫股份有限公司,115臺北市南港區園區街3號17樓,311745,2772394
85018142,代碼科技有限公司,115臺北市南港區三重路66號11樓之2,311990,2772260
85023118,永樂通股份有限公司,115臺北市南港區三重路19之13號5樓,311871,2772403
85030271,偉太人力仲介股份有限公司,115臺北市南港區三重路19之13號7樓,311871,2772403
85063602,永衡昇投資股份有限公司,115臺北市南港區三重路19之3號7樓之2,311836,2772182
85089531,創億半導體股份有限公司,115臺北市南港區三重路19-13號4樓,311936,2772124
85098433,西門子能源股份有限公司,115臺北市南港區三重路66號16樓,311990,2772260
85110020,票倉國際科技股份有限公司,115臺北市南港區三重路19之13號3樓,311871,2772403
85110339,智群智慧股份有限公司,115臺北市南港區園區街3之2號10樓之2,311739,2772221
85117044,精睿醫藥科技股份有限公司,115臺北市南港區三重路66號11樓之3,311990,2772260
85117213,引領國際顧問有限公司,115臺北市南港區三重路19之2號6樓之1,311908,2772179
85132208,亞洲傳科資訊有限公司,115臺北市南港區三重路19之11號5樓,311923,2772402
86159865,百佳泰股份有限公司,115臺北市南港區園區街3之1號9樓,311730,2772315
86386242,歐立利國際展覽設計股份有限公司,115臺北市南港區三重路19之6號10樓,311843,2772245
86386290,歐科商業電訊股份有限公司,115臺北市南港區三重路19之13號8樓,311871,2772403
86386334,安華機電工程股份有限公司,115臺北市南港區三重路19之8號2樓,311915,2772292
86386622,世正開發股份有限公司,115臺北市南港區三重里13鄰三重路66號4樓,311990,2772260
86490195,尚典生技股份有限公司,115臺北市南港區園區街3號16樓之5,311745,2772394
86690573,中磊電子股份有限公司,115臺北市南港區三重里園區街3-1號8樓,311730,2772315
89113962,好聘股份有限公司,115臺北市南港區三重路19之11號5樓,311923,2772402
89116715,思捷優達股份有限公司,115臺北市南港區園區街3號17樓,311745,2772394
89139837,豐德生醫股份有限公司,115臺北市南港區園區街3之2號4樓,311739,2772221
89164265,富泰動力股份有限公司,115臺北市南港區三重路19之11號5樓,311923,2772402
89167328,怪獸壹號綠能股份有限公司,115臺北市南港區三重路19-3號11樓,311936,2772124
89169487,實璒醫藥生技股份有限公司,115臺北市南港區園區街3號12樓之2,311745,2772394
89405911,安富利科技股份有限公司,115臺北市南港區園區街3號5樓,311745,2772394
89467845,寰陸實業有限公司,115臺北市南港區三重路19號3樓,311936,2772124
89611813,根茂國際投資股份有限公司,115臺北市南港區三重路19之9號6樓,311855,2772300
89632296,宜通企業有限公司,115臺北市南港區園區街3之2號6樓之3,311739,2772220
90014167,禾輝碳管理顧問股份有限公司,115臺北市南港區三重路19之13號3樓,311871,2772403
90049412,益質佳股份有限公司,115臺北市南港區園區街3之2號7樓,311739,2772221
90049829,繁晶科技股份有限公司,115臺北市南港區園區街3之2號9樓,311739,2772221
90065046,心流智醫股份有限公司,115臺北市南港區三重路19之13號4樓,311871,2772403
90084613,冠弘投資股份有限公司,115臺北市南港區園區街3號16樓之5,311745,2772394
90100389,臺醫神有限公司,115臺北市南港區園區街3號17樓,311745,2772394
90100851,振生半導體股份有限公司,115臺北市南港區園區街3之2號9樓,311739,2772221
90116045,瞬像股份有限公司,115臺北市南港區三重路19之11號4樓,311923,2772402
90138651,鈦坦文創有限公司,115臺北市南港區園區街3號3摟之3,311745,2772394
90146532,自由軟體有限公司,115臺北市南港區園區街3之1號6樓之2,311731,2772315
90156165,怪獸儲能電力股份有限公司,115臺北市南港區三重路19之3號11樓,311836,2772182
90183894,矽果科技股份有限公司,115臺北市南港區三重路19之11號3樓,311923,2772402
90244301,車能網科技股份有限公司,115臺北市南港區三重路19之5號9樓,311871,2772403
90255088,海易科技股份有限公司,115臺北市南港區三重路19之6號7樓,311843,2772245
90286511,愛視樂股份有限公司,115臺北市南港區園區街3之1號4樓,311731,2772315
90286821,艾美力科技有限公司,115臺北市南港區三重路19之13號5樓,311871,2772403
90329217,艾沛生醫股份有限公司,115臺北市南港區園區街3號17樓,311745,2772394
90348951,岳鼎智慧能源股份有限公司,115臺北市南港區三重路19之11號3樓,311923,2772402
90365825,安能綠電股份有限公司,115臺北市南港區三重路19之9號5樓,311855,2772300
90370165,世達室內裝修設計股份有限公司,115臺北市南港區三重路66號4樓,311990,2772260
90388432,寶莉有限公司,115臺北市南港區三重路19之3號11樓,311836,2772182
90467267,彥祺惠暢股份有限公司,115臺北市南港區三重路19之2號6樓之2,311908,2772179
90475246,森投資股份有限公司,115臺北市南港區園區街3號11樓之1,311745,2772394
90510980,鈦坦科技有限公司,115臺北市南港區園區街3號3樓之3,311745,2772394
90515964,垣宣科技有限公司,115臺北市南港區三重路19之11號3樓,311923,2772402
90528383,有萬國際投資股份有限公司,115臺北市南港區三重路19之2號9樓,311908,2772179
90555156,易林股份有限公司,115臺北市南港區三重路19之11號3樓,311923,2772402
90587039,田博士生物科技有限公司,115臺北市南港區園區街3號17樓,311745,2772394
90619264,東安能源股份有限公司,115臺北市南港區三重路19之9號5樓,311855,2772300
90623289,顥晟生醫股份有限公司,115臺北市南港區園區街3之2號4樓,311739,2772221
90663465,碩準生技股份有限公司,115臺北市南港區園區街3號17樓,311745,2772394
90703305,先勁智能有限公司,115臺北市南港區三重路19之13號4樓,311871,2772403
90711369,永澐科技股份有限公司,115臺北市南港區三重路19之13號14樓,311871,2772403
90761493,保麒建設股份有限公司,115臺北市南港區三重路19之3號11樓,311836,2772182
90799462,時浥股份有限公司,115臺北市南港區三重路19之13號3樓,311871,2772403
90807408,華城電能科技股份有限公司,115臺北市南港區三重路66號12樓,311990,2772260
90849771,拍拍圈科技股份有限公司,115臺北市南港區三重路19之11號5樓,311923,2772402
90897127,宜六八有限公司,115臺北市南港區三重路19之6號7樓,311843,2772245
91008446,涵容科技有限公司,115臺北市南港區三重路19之11號10樓,311923,2772402
91043035,台灣外泌體股份有限公司,115臺北市南港區園區街3號14樓之3,311745,2772394
91047573,宥竑控股有限公司,115臺北市南港區三重路19之2號6樓之1,311908,2772179
91103238,展睿資訊股份有限公司,115臺北市南港區三重路19之13號4樓,311871,2772403
93484058,麟雲數據科技有限公司,115臺北市南港區園區街3之1號4樓之1,311731,2772315
93557278,伊立克股份有限公司,115臺北市南港區園區街3之1號10樓,311731,2772315
93557306,創唯科技股份有限公司,115臺北市南港區園區街3號17樓,311745,2772394
93590656,愛因創新股份有限公司,115臺北市南港區三重路19之11號3樓,311923,2772402
93596693,二零二四股份有限公司,115臺北市南港區三重路19之9號6樓,311855,2772300
93640430,點維創意有限公司,115臺北市南港區三重路19之10號2樓,311745,2772394
93640683,欣健生醫股份有限公司,115臺北市南港區園區街3號11樓之5,311745,2772394
93698713,智匯創育股份有限公司,115臺北市南港區三重路19之11號4樓,311923,2772402
93712686,俊盈電力有限公司,115臺北市南港區三重路19之2號6樓,311908,2772179
93722690,達宣智慧股份有限公司,115臺北市南港區園區街3之2號10樓之2,311739,2772221
93740607,非識有限公司,115臺北市南港區三重路19號2樓,311936,2772124
93799705,宸益管理顧問有限公司,115臺北市南港區園區街3號16樓之5,311745,2772394
94032027,御華生醫股份有限公司,115臺北市南港區園區街3號17樓,311745,2772394
94093017,未來資本創投股份有限公司,115臺北市南港區三重路66號12樓之3,311990,2772260
94106723,金花科技有限公司,115臺北市南港區園區街3號3樓之3,311745,2772394
94106815,昱名生物科技股份有限公司,115臺北市南港區園區街3號17樓,311745,2772394
94108047,一階科技股份有限公司,115臺北市南港區三重路19之13號4樓,311871,2772403
94113457,㭼波斯生物科技股份有限公司,115臺北市南港區園區街3號17樓,311745,2772394
94129893,神雋股份有限公司,115臺北市南港區三重路66號12樓之2,311990,2772260
94130195,彼爾科技有限公司,115臺北市南港區三重路19之2號12樓,311908,2772179
94131960,諦瑞生醫股份有限公司,115臺北市南港區園區街3號17樓,311745,2772394
94151347,愛弟瑞奇國際股份有限公司,115臺北市南港區三重路19之3號11樓,311836,2772182
94167376,台灣先進視覺有限公司,115臺北市南港區園區街3之2號9樓之1,311739,2772221
94239358,倍加資本股份有限公司,115臺北市南港區園區街3號14樓,311745,2772394
94243590,神瑞人工智慧股份有限公司,115臺北市南港區三重路19之13號4樓,311871,2772403
94270723,台灣第一瑞燁半導體股份有限公司,115臺北市南港區園區街3之2號9樓之1,311739,2772221
95489108,伊創克雲端科技股份有限公司,115臺北市南港區園區街3之1號10樓,311731,2772315
96756166,智慧脈動投資有限公司,115臺北市南港區三重路19之3號6樓之1,311836,2772182
96766376,台日創新交流科技股份有限公司,115臺北市南港區三重路66號12樓之3,311990,2772260
96778197,道品股份有限公司,115臺北市南港區三重路19之13號4樓,311871,2772403
96793824,華城匯百貨股份有限公司,115臺北市南港區三重路66號11樓,311990,2772260
96795225,慧保科技股份有限公司,115臺北市南港區園區街3之2號9樓之1,311739,2772221
96806187,貝朋科技股份有限公司,115臺北市南港區三重路19之11號3樓,311923,2772402
96807138,艾盟德有限公司,115臺北市南港區園區街3號17樓,311745,2772394
96941108,好利來投資股份有限公司,115臺北市南港區三重路19之3號7樓,311836,2772182
96953928,泰宣企業股份有限公司,115臺北市南港區園區街3之2號7樓之1,311739,2772220
97025978,綠界科技股份有限公司,115臺北市南港區三重路19之2號6樓之2,311908,2772179
97110828,一順開發投資股份有限公司,115臺北市南港區三重路19之11號12樓,311923,2772402
97162640,關貿網路股份有限公司,115臺北市南港區三重路19之13號6樓,311871,2772403
97283784,宜眾資訊股份有限公司,115臺北市南港區園區街3之2號6樓之3,311739,2772220
97317829,亨昇國際企業股份有限公司,115臺北市南港區三重路19之3號7樓之2,311836,2772182
97325784,諾為泰生物科技股份有限公司,115臺北市南港區園區街3號11樓,311745,2772394
97471569,百資科技股份有限公司,115臺北市南港區園區街3之2號4樓之3,311739,2772220
97479632,東安資產開發管理股份有限公司,115臺北市南港區三重路19-8號6樓,311936,2772124
97511295,兼智科技有限公司,115臺北市南港區園區街3號3樓之3,311745,2772394
97609993,台灣外泌體生物技術股份有限公司,115臺北市南港區園區街3號14樓之3,311745,2772394
