演藝團體名稱,申請類別,立案字號,主管機關,主管機關代碼,團址,網址
林榮德兒童節奏樂團,音樂,0414,臺北市政府文化局,379590000E,臺北市中山區吉林路24號3樓之4,
台北市樂友合唱團,音樂,0413,臺北市政府文化局,379590000E,臺北市士林區天母西路46號1樓,
臨界點劇象錄劇團,戲劇,0412,臺北市政府文化局,379590000E,臺北市萬華區環河南路三段七十五號,
臺北市中興國劇團,戲劇,0411,臺北市政府文化局,379590000E,臺北市中正區重慶南路三段一二八號六樓之三,
創價太平洋合唱團,音樂,0410,臺北市政府文化局,379590000E,臺北市中山區中山北路二段一三七巷二十四之一號一樓,
新逸藝術,音樂,0407,臺北市政府文化局,379590000E,臺北市士林區劍潭路42號,http://www.newartinc.com
詠風劇坊,戲劇,0405,臺北市政府文化局,379590000E,臺北市大安區安和路一段101號14樓之1,
台北八風谷管樂團,音樂,0403,臺北市政府文化局,379590000E,臺北市南港區福德街三三九巷九弄十一號四樓,http://8wind.dyndns.org
凡響管絃樂團暨青少年管絃樂團,音樂,0402,臺北市政府文化局,379590000E,臺北市大安區龍泉街5巷16之1號1樓,
台北榮光聖樂合唱團,音樂,0401,臺北市政府文化局,379590000E,臺北市松山區敦化北路4巷13號4樓,
晨星劇團,戲劇,0400,臺北市政府文化局,379590000E,臺北市中山區中山北路1段53巷11號2樓,https://www.facebook.com/ms.theater?mibextid=ZbWKwL
國賓鼓霸樂隊,音樂,0399,臺北市政府文化局,379590000E,臺北市中山區中山北路二段三十六巷三十一號二樓,
M&B舞劇團,舞蹈,0397,臺北市政府文化局,379590000E,臺北市信義區祥雲街十五之一號四樓,http://www.31ontop.com
拉斯維加斯馬戲團,雜藝,0396,臺北市政府文化局,379590000E,臺北市萬華區環河南路一段71號9樓之28,
揚聲八音班,音樂,0394,臺北市政府文化局,379590000E,臺北市松山區松山路六七七號之三十六,
幻響管樂團,音樂,0391,臺北市政府文化局,379590000E,臺北市中山區中山北路二段93巷17號8樓之2,https://www.facebook.com/SirensSymphonicWinds/
河左岸劇團,戲劇,0390,臺北市政府文化局,379590000E,臺北市中山區恆安里農安街20號7樓之1,
中華絃管研究團,音樂,0386,臺北市政府文化局,379590000E,臺北市松山區八德路三段二十七號二樓,
弘梅雅集京崑藝術團,戲劇,0385,臺北市政府文化局,379590000E,臺北市松山區三民路180巷69號1樓,
匯川聚場,音樂,0384,臺北市政府文化局,379590000E,臺北市文山區景興街九十六巷十一號三樓,
台北古典吉他合奏團,音樂,0383,臺北市政府文化局,379590000E,臺北市中山區長春路七八號四樓之三,http://www.17go.com.tw/Taipei-guitar/TGE.htm
鴻明歌劇團,戲劇,0382,臺北市政府文化局,379590000E,臺北市大同區甘州街16巷2號3樓之3,
台北愛樂兒童合唱團,音樂,0381,臺北市政府文化局,379590000E,臺北市大安區光復南路696號12樓之2,http://www.tpc.org.tw
驫舞劇場,舞蹈,0380,臺北市政府文化局,379590000E,臺北市信義區忠孝東路5段1之1號8樓,http://www.horse.org.tw/
戲胞美語劇團,戲劇,0379,臺北市政府文化局,379590000E,臺北市大安區新生南路一段一五五號地下一樓,
林向秀舞團,舞蹈,0378,臺北市政府文化局,379590000E,臺北市內湖區文德路66巷14弄10號14樓,
台灣璇音雅集,音樂,0377,臺北市政府文化局,379590000E,臺北市大安區羅斯福路2段93號17樓之7,
台灣合唱團,音樂,0376,臺北市政府文化局,379590000E,臺北市中山區力行里25鄰龍江路59號2樓,http://www.taiwanchorus.org.tw
舞鈴劇場,舞蹈,0375,臺北市政府文化局,379590000E,臺北市大安區信義路2段10巷10弄1號1樓,http://www.diabolo.com.tw
優表演藝術劇團,戲劇,0374,臺北市政府文化局,379590000E,臺北市文山區木新路二段156-1號,http://www.utheatre.org.tw
明華園戲劇團,戲劇,0373,臺北市政府文化局,379590000E,臺北市內湖區環山路1段24巷24號4樓,http://www.twopera.com
上默劇團,戲劇,0372,臺北市政府文化局,379590000E,臺北市士林區平菁街六十七巷十號,
新興閣掌中劇團,戲劇,0371,臺北市政府文化局,379590000E,臺北市大同區重慶北路2段196號6樓之13,
琴園國樂團,音樂,0369,臺北市政府文化局,379590000E,臺北市中正區新生南路1段138之1號,
臺灣客家愛樂合唱團,音樂,0367,臺北市政府文化局,379590000E,臺北市萬華區雙園街六十七巷三弄四號一樓,
當代樂賞樂團,音樂,0366,臺北市政府文化局,379590000E,臺北市中正區羅斯福路一段61號4樓,http://www.cptart.com.tw
台北糖?合唱團,音樂,0365,臺北市政府文化局,379590000E,臺北市萬華區雙園街六十七巷三弄四號一樓,
黑門樂團,音樂,0364,臺北市政府文化局,379590000E,臺北市中山區撫順街,http://98.to/myhermon
木柵管樂團,音樂,0363,臺北市政府文化局,379590000E,臺北市文山區辛亥路六段94號4樓,http://zh-tw.facebook.com/MUZHASB
一心戲劇團,戲劇,0362,臺北市政府文化局,379590000E,臺北市中山區新生北路2段66號8樓之26,http://www.tw-yishin.com/
城市劇場,戲劇,0361,臺北市政府文化局,379590000E,臺北市文山區萬利街二巷十九號三樓,
河洛歌子戲團,戲劇,0359,臺北市政府文化局,379590000E,臺北市大安區光復南路72巷7弄9號1樓,https://www.facebook.com/holo.opera.tw
市民管樂團,音樂,0358,臺北市政府文化局,379590000E,臺北市中正區信義路二段十七巷十七號,
台灣絃樂團,音樂,0357,臺北市政府文化局,379590000E,臺北市中正區臨沂街75巷4之1號地下1樓,http://www.atstrings.com.tw
松山慈惠堂國樂團,音樂,0356,臺北市政府文化局,379590000E,臺北市信義區福德街二五一巷三十三號,
飛鳳儀歌劇團,戲劇,0355,臺北市政府文化局,379590000E,臺北市士林區延平北路五段83巷28弄14號1樓,http://tw.club.yahoo.com/clubs/aron/
妙音樂集國樂團,音樂,0354,臺北市政府文化局,379590000E,臺北市中山區中山北路一段83巷9號4樓之4,http://www.mme.org.tw
福爾摩沙淡水走唱團,音樂,0352,臺北市政府文化局,379590000E,臺北市北投區光明路165號4樓,http://www.cmcmusic.com.tw
林文也弦樂合奏團,音樂,0351,臺北市政府文化局,379590000E,臺北市松山區富錦街三四二號一樓,
廣青合唱團,音樂,0349,臺北市政府文化局,379590000E,臺北市信義區和平東路3段515號5樓,http://www.kcc.org.tw
牧笛室內樂團,音樂,0348,臺北市政府文化局,379590000E,臺北市中山區大直街八十三號地下室,
台北市民交響樂團,音樂,0346,臺北市政府文化局,379590000E,臺北市文山區木柵路四段一五九巷十六弄六十五號,http://music.org.tw
美江舞蹈團,舞蹈,0345,臺北市政府文化局,379590000E,臺北市大同區延平北路2段238號6樓,
甘棠劇場,戲劇,0344,臺北市政府文化局,379590000E,臺北市松山區復興北路五○三號三樓,
魔鏡樂團,音樂,0343,臺北市政府文化局,379590000E,臺北市南港區忠孝東路六段83號3樓,
台北胡琴樂團,音樂,0342,臺北市政府文化局,379590000E,臺北市文山區木新路三段二七八巷七弄二號,
松山奉天宮南樂團,音樂,0341,臺北市政府文化局,379590000E,臺北市信義區福德街二二一巷十二號,
精靈幻舞舞團,舞蹈,0340,臺北市政府文化局,379590000E,臺北市大安區延吉街133號3樓,http://www.geniodance.com.tw
台灣歌仔戲班劇團,戲劇,0339,臺北市政府文化局,379590000E,臺北市中正區館前路20號5樓,http://www.kuaahi.tw
O` boys老頑童薩克斯風重奏團,音樂,0337,臺北市政府文化局,379590000E,臺北市內湖區康寧路三段265巷39號,
世紀當代舞團,舞蹈,0334,臺北市政府文化局,379590000E,臺北市士林區福華路141巷26號4樓,
台原偶戲團,戲劇,0333,臺北市政府文化局,379590000E,臺北市大同區西寧北路七十九之三號一樓,http://www.taiyuan.org.tw
民權歌劇團,戲劇,0330,臺北市政府文化局,379590000E,臺北市大同區重慶北路二段一九六號六樓之十三,
無垢舞蹈劇場,舞蹈,0329,臺北市政府文化局,379590000E,臺北市大安區新生南路三段2號10樓,http://www.legend-lin.org.tw
海波兒童劇團,戲劇,0328,臺北市政府文化局,379590000E,臺北市北投區溫泉路65巷16號3樓之15,http://www.hyperkids.com.tw
台北嘉義同鄉會鄉音合唱團,音樂,0327,臺北市政府文化局,379590000E,臺北市大安區復興南路一段三九○號十樓之二,
天鼓擊樂團,音樂,0326,臺北市政府文化局,379590000E,臺北市信義區永吉路64之3號,
山狗大樂團,音樂,0325,臺北市政府文化局,379590000E,臺北市中山區新生北路2段96號5樓之3,http://my.so-net.net.tw/mtwind
宏聲歌劇團,戲劇,0324,臺北市政府文化局,379590000E,臺北市文山區景興路23巷1號4樓,
北一成功校友國樂團,音樂,0323,臺北市政府文化局,379590000E,臺北市文山區辛亥路4段182號2樓,http://www.facebook.com/pages/%E5%8C%97%E4%B8%80%E6%88%90%E5%8A%9F%E6%A0%A1%E5%8F%8B%E5%9C%8B%E6%A8
焦點舞團,舞蹈,0322,臺北市政府文化局,379590000E,臺北市北投區學園路一號,
真巧藝掌中劇團,戲劇,0321,臺北市政府文化局,379590000E,臺北市大同區重慶北路二段一九六號六樓之十三,
新國聲歌劇團,戲劇,0320,臺北市政府文化局,379590000E,臺北市大同區重慶北路二段一九六號六樓之十三,
朱陸豪京劇團,戲劇,0319,臺北市政府文化局,379590000E,臺北市文山區忠順街二段十九號,
千紅民俗綜藝團,雜藝,0318,臺北市政府文化局,379590000E,臺北市中山區南京東路2段115巷3弄4之3號3樓,
君涵樂坊,音樂,0317,臺北市政府文化局,379590000E,臺北市內湖區康寧路三段99巷39弄9號5樓,
新明光歌劇團,戲劇,0316,臺北市政府文化局,379590000E,臺北市大同區重慶北路二段一九六號六樓之十三,
台北雷鼓打擊樂團,音樂,0314,臺北市政府文化局,379590000E,臺北市內湖區民權東路六段二九六巷四十一之一號地下一樓,http://www.symphony.com.tw
星響合唱打擊樂團,音樂,0313,臺北市政府文化局,379590000E,臺北市北投區中央北路一段六號三樓,
琥珀傳統藝術工作群,雜藝,0312,臺北市政府文化局,379590000E,臺北市中正區金門街二十四巷一號四樓,http://www.hupo.org
琥珀中國武集,雜藝,0311,臺北市政府文化局,379590000E,臺北市中正區金門街二十四巷一號四樓,http://www.hupo.org
中廣國樂團,音樂,0310,臺北市政府文化局,379590000E,臺北市中山區龍江路三九七巷五號之一,http://www.power15.org
心韻合唱團,音樂,0309,臺北市政府文化局,379590000E,臺北市南港區成福路四十七之一號二樓,http://home.pchome.com.tw/web/singwing
聖韻合唱團,音樂,0308,臺北市政府文化局,379590000E,臺北市南港區成福路四十七之一號二樓,
采奕舞蹈藝術團,舞蹈,0307,臺北市政府文化局,379590000E,臺北市萬華區興寧街五十二號二樓,
台北芭蕾舞團,舞蹈,0306,臺北市政府文化局,379590000E,臺北市信義區忠孝東路四段五五九巷二十號六樓,
拉縴人男聲合唱團,音樂,0304,臺北市政府文化局,379590000E,臺北市中山區林森北路五一○號五樓,http://www.taipeimalechoir.net.tw
台北崑劇團,戲劇,0303,臺北市政府文化局,379590000E,臺北市大安區市民大道4段128之1號8樓,http://tw.myblog.yahoo.com/taipei- Kungu
舞蹈空間舞蹈團,舞蹈,0302,臺北市政府文化局,379590000E,臺北市松山區敦化北路120巷50號1樓,http://www.danceforum.com.tw
台北市中華基督教青年會聖樂合唱團,音樂,0301,臺北市政府文化局,379590000E,臺北市萬華區昆明街290號2樓201室,http://www.ymca-taipei.org.tw
劉麗麗舞蹈團,舞蹈,0300,臺北市政府文化局,379590000E,臺北市大同區長安西路70號2樓之1,http://www.lilydance.com
北二女校友合唱團,音樂,0299,臺北市政府文化局,379590000E,臺北市萬華區漢口街二段四十一號之三,
何歡劇團,戲劇,0298,臺北市政府文化局,379590000E,臺北市士林區天母東路一○五巷五十四號二樓,
紙風車劇團,戲劇,0296,臺北市政府文化局,379590000E,臺北市中正區重慶南路二段五十九之二號二樓,http://www.paperwindmill.com.tw
綠光劇團,戲劇,0295,臺北市政府文化局,379590000E,臺北市信義區信義路4段415號12樓,http://www.greenray.org.tw
哇哇劇場,戲劇,0294,臺北市政府文化局,379590000E,臺北市文山區羅斯福路6段10號2樓,
大澳灣文化工作團,舞蹈,0293,臺北市政府文化局,379590000E,臺北市士林區前港里承德路四段152號4樓,http://taowan.org20.tw
身聲劇場,戲劇,0292,臺北市政府文化局,379590000E,臺北市大安區復興南路1段243號6樓,http://www.sunsontheatre.com
蕭靜文舞蹈團,舞蹈,0291,臺北市政府文化局,379590000E,臺北市中山區中山北路二段四○之一號三樓,
河河長笛室內樂團,音樂,0290,臺北市政府文化局,379590000E,臺北市松山區南京東路五段66巷18號5樓,
西羅亞合唱團,音樂,0289,臺北市政府文化局,379590000E,臺北市中山區中山北路二段一一一號八樓,
弦外之音團,音樂,0288,臺北市政府文化局,379590000E,臺北市大安區敦化南路1段205號13樓之6,http://blog.yam.com/proart
大地兒童合唱團,音樂,0287,臺北市政府文化局,379590000E,臺北市文山區景華街155號1樓,
抓馬合作社劇團,戲劇,0286,臺北市政府文化局,379590000E,臺北市大同區寧夏路22-2號14樓-1,http://www.ifkids.com.tw
新光承德合唱團,音樂,0285,臺北市政府文化局,379590000E,臺北市士林區承德路四段三一八號二樓,
采風樂坊,音樂,0284,臺北市政府文化局,379590000E,臺北市中山區龍江路295巷13號2樓,http://www.cfmw.com.tw
多姿藝術舞蹈團,舞蹈,0283,臺北市政府文化局,379590000E,臺北市松山區南京東路五段二○二號二樓之一,
大地兒童管絃樂團,音樂,0282,臺北市政府文化局,379590000E,臺北市文山區景華街155號1樓,
田園樂府樂團,音樂,0281,臺北市政府文化局,379590000E,臺北市萬華區莒光路252號,
台灣渥克劇團,戲劇,0280,臺北市政府文化局,379590000E,臺北市大安區仁愛路4段312號7樓之4,http://go.to/taiwanwalker
文薪表演戲劇坊,戲劇,0279,臺北市政府文化局,379590000E,臺北市松山區八德路三段一五八巷七弄四十七號一樓,
台北女聲合唱團,音樂,0278,臺北市政府文化局,379590000E,臺北市中山區林森北路五一○號五樓,http://home.pchome.com.tw/connect/tlc_chorus/
台北探戈工作坊,舞蹈,0276,臺北市政府文化局,379590000E,臺北市大安區忠孝東路四段169號7樓之4,http://www.tangotaiwan.com
薪傳歌仔戲劇團,戲劇,0275,臺北市政府文化局,379590000E,臺北市中正區開封街1段37號7樓,http://shintrun.com
十方樂集,音樂,0274,臺北市政府文化局,379590000E,臺北市大同區民族西路187巷4號,http://www.musforum.com.tw
偶偶偶劇團,戲劇,0273,臺北市政府文化局,379590000E,臺北市大安區和平東路三段308巷39弄30號3樓,http://www.ooopt.com
白雪綜藝?劇團,戲劇,0272,臺北市政府文化局,379590000E,臺北市中山區南京東路3段194巷5號,
Kiss Me 親一下劇團,戲劇,0270,臺北市政府文化局,379590000E,臺北市大同區寧夏路22之2號14樓之1,http://www.ifkids.com.tw
信誼基金會附設小袋鼠說故事劇團,戲劇,0268,臺北市政府文化局,379590000E,臺北市中正區重慶南路二段七十五號六樓,http://www.hsin-yi.org.tw
台灣豎琴家聯盟,音樂,0267,臺北市政府文化局,379590000E,臺北市中山區民權西路73號1樓,http://www.taiwanharp.org
歐亞管絃樂團,音樂,0266,臺北市政府文化局,379590000E,臺北市中山區新生北路一段84號,
台北打擊樂團,音樂,0264,臺北市政府文化局,379590000E,臺北市信義區永吉路201號B1,http://www.tappei-percussion.com.tw
財團法人天主教蘭陽青年會附設蘭陽舞蹈台北團,舞蹈,0263,臺北市政府文化局,379590000E,臺北市信義區莊敬路一七八巷十一號地下一樓,http://lanyang.cyberstage.com.tw
新節慶合唱團,音樂,0262,臺北市政府文化局,379590000E,臺北市內湖區內湖路1段387巷5號1樓,
戲點子工作坊,戲劇,0261,臺北市政府文化局,379590000E,臺北市內湖區成功路四段一六七巷二十一號二樓,18499199
影舞集表演印象團,舞蹈,0260,臺北市政府文化局,379590000E,臺北市松山區敦化北路155巷7號5樓,
屋頂上複合劇場平台,戲劇,0259,臺北市政府文化局,379590000E,臺北市大安區仁愛路4段25號12樓C,
火燄蟲客家說演團,雜藝,0256,臺北市政府文化局,379590000E,臺北市大安區光復南路六七二號八樓之二,
草山甘仔打擊樂團,音樂,0255,臺北市政府文化局,379590000E,臺北市中山區敬業一路128巷51號4樓,
鳳鳴合唱團,音樂,0254,臺北市政府文化局,379590000E,臺北市中正區新生南路一段122-2號2樓,http://phoenix-choir.com.tw
成功兒童合唱團,音樂,0253,臺北市政府文化局,379590000E,臺北市中正區新生南路一段122-2號2樓,http://www.successckc.com.tw
台北黃石口琴樂團,音樂,0252,臺北市政府文化局,379590000E,臺北市萬華區峨眉街102號11樓之3,http://www.yellowstone.org.tw
知心樂坊,音樂,0251,臺北市政府文化局,379590000E,臺北市大安區和平東路二段七十六巷十九弄十一之二號三樓,
梅苓全人音樂樂團,音樂,0250,臺北市政府文化局,379590000E,臺北市士林區福國路50巷6弄8號4樓,http://www.mei-ling.com.tw
太陽劇團,戲劇,0249,臺北市政府文化局,379590000E,臺北市文山區景興路153巷30弄19號,http://0817800000.com
梵體劇場,音樂,0248,臺北市政府文化局,379590000E,臺北市內湖區安康路240號,https://www.facebook.com/vanbodytheatre.tw
浣紗女聲合唱團,音樂,0246,臺北市政府文化局,379590000E,臺北市萬華區貴陽街二段一一八號二樓,
土撥鼠兒童合唱團,音樂,0245,臺北市政府文化局,379590000E,臺北市萬華區貴陽街二段一一八號二樓,
唐律長笛合奏團,音樂,0244,臺北市政府文化局,379590000E,臺北市松山區長春路442號2樓之8,https://www.facebook.com/tonemelody.tw
樂興之時管絃樂團,音樂,0243,臺北市政府文化局,379590000E,臺北市大安區仁愛路4段112巷18號地下1樓,http://www.momentmusical.com.tw
臺灣春風歌劇團,戲劇,0242,臺北市政府文化局,379590000E,臺北市中正區晉江街88號4樓,http://www.wretch.cc/blog/ZephyrOpera
如果兒童劇團,戲劇,0241,臺北市政府文化局,379590000E,臺北市大同區寧夏路22之2號14樓之1,http://www.ifkids.com.tw
典足舞蹈藝術團,音樂,0240,臺北市政府文化局,379590000E,臺北市士林區延平北路五段二二二號三樓,
漢唐樂府南管古典樂舞團,舞蹈,0238,臺北市政府文化局,379590000E,臺北市中山區南京東路2段71號地下樓B2區,http://www.hantang.com.tw
果陀劇場,戲劇,0237,臺北市政府文化局,379590000E,臺北市松山區南京東路3段270號8樓,http://www.godot.org.tw
大中華文化藝術表演團,雜藝,0236,臺北市政府文化局,379590000E,臺北市大同區延平北路3段18巷33號2樓,
鳥人劇團,戲劇,0234,臺北市政府文化局,379590000E,臺北市中山區南京東路四段一○三號十一樓之一,http://mypage.pchome.com.tw/news/birdman/
台灣鈴木樂團,音樂,0233,臺北市政府文化局,379590000E,臺北市中正區羅斯福路四段六十八號十一樓之二十三,http://www.passioncello.tw
茱莉兒童藝術舞蹈團,舞蹈,0232,臺北市政府文化局,379590000E,臺北市大安區和平東路二段九十六巷十七弄十四之一號一樓,
中華國樂團,音樂,0231,臺北市政府文化局,379590000E,臺北市中山區民生東路一段二十五號三樓之八,http://www.wretch.cc/blog/zhonghua
劇樂部劇團,戲劇,0230,臺北市政府文化局,379590000E,臺北市大安區羅斯福路二段一○一巷九號地下一樓,http://home.kimo.com.tw/drama03290329
Jade Dance Theatre 玉舞蹈劇場,舞蹈,0229,臺北市政府文化局,379590000E,臺北市中正區林森北路5巷11號4樓之5,http://www.jadedancetw.com/
台北青年國樂團,音樂,0228,臺北市政府文化局,379590000E,臺北市大安區仁愛路4段390之1號8樓,
春河劇團,戲劇,0227,臺北市政府文化局,379590000E,臺北市大安區安和路二段211號地下1樓,
快樂兒童舞蹈團,舞蹈,0226,臺北市政府文化局,379590000E,臺北市信義區永吉路六十四之三號,
悅樂集,音樂,0225,臺北市政府文化局,379590000E,臺北市萬華區長泰街一七四號三樓,
新樂園藝術空間,雜藝,0224,臺北市政府文化局,379590000E,臺北市中山區長安東路2段31號4樓之2,http://www.slyartspace.com
佳音教育基金會附設英語劇團,戲劇,0222,臺北市政府文化局,379590000E,臺北市大安區信義路四段三○六號十五樓,http://www.joy.com.tw
佳音合唱團,音樂,0221,臺北市政府文化局,379590000E,臺北市大安區信義路四段三○六號十五樓,http://www.joy.com.tw
台北室內合唱團,音樂,0220,臺北市政府文化局,379590000E,臺北市大安區潮州街26巷3弄2號地下1層,http://www.tcschoir.tw
茱俐安兒童舞樂團,舞蹈,0218,臺北市政府文化局,379590000E,臺北市內湖區康寧路三段39號3樓,
千榕舞蹈團,舞蹈,0217,臺北市政府文化局,379590000E,臺北市北投區中央北路1段68號B1,
前衛低音管室內樂團,音樂,0216,臺北市政府文化局,379590000E,臺北市大安區復興南路二段三二九號二樓之二,
黑門山上的劇團,戲劇,0215,臺北市政府文化局,379590000E,臺北市文山區育英街11號5樓之2,http://wih.com.tw
台北柳琴室內樂團,音樂,0214,臺北市政府文化局,379590000E,臺北市大安區延吉街233巷5號1樓,
柳春春劇社劇團,戲劇,0212,臺北市政府文化局,379590000E,臺北市北投區尊賢街230巷6號4樓,http://www.oz.org.tw
視覺實驗藝術劇團,戲劇,0211,臺北市政府文化局,379590000E,臺北市中正區杭州南路一段十四巷十七號三樓,
天使蛋劇團,戲劇,0210,臺北市政府文化局,379590000E,臺北市中正區杭州南路一段十四巷十七號三樓,http://design.tnua.edu.tw/angel/angel.html
無限旗旗舞藝術表演團,舞蹈,0209,臺北市政府文化局,379590000E,臺北市大安區安和路一段一二七巷二十九弄十一號三樓,http://home.kimo.com.tw/infinity0710/
台北世紀青年管絃樂團,音樂,0208,臺北市政府文化局,379590000E,臺北市大安區和平東路三段四十九號十四樓,
台北世紀少年兒童管絃樂團,音樂,0207,臺北市政府文化局,379590000E,臺北市大安區和平東路三段四十九號十四樓,
台北世紀交響樂團,音樂,0206,臺北市政府文化局,379590000E,臺北市大安區和平東路三段四十九號十四樓,http://www.century.org.tw
台北世紀青少年管絃樂團,音樂,0205,臺北市政府文化局,379590000E,臺北市大安區和平東路三段四十九號十四樓,
一元布偶劇團,戲劇,0204,臺北市政府文化局,379590000E,臺北市文山區育英街11號5樓之2,http://wih.com.tw/一元
曲韻劇坊,戲劇,0203,臺北市政府文化局,379590000E,臺北市大安區忠孝東路3段184號11樓,
台北銅管五重奏團,音樂,0202,臺北市政府文化局,379590000E,臺北市內湖區麗山街328巷30號2樓,http://23655681.88602.com
閩南樂府學團,音樂,0201,臺北市政府文化局,379590000E,臺北市大同區延平北路三段六十一巷三十二號二樓,
台灣現代吉他音樂聯盟&室內樂團,音樂,0200,臺北市政府文化局,379590000E,臺北市大安區信義路三段一四七巷十七弄十六號二樓,
光之舞藝團,舞蹈,0198,臺北市政府文化局,379590000E,臺北市大同區延平北路二段一二七號六樓之十五,
楊麗花歌仔戲團,音樂,0197,臺北市政府文化局,379590000E,臺北市大同區重慶北路二段七十六號,
台北愛樂室內合唱團,音樂,0196,臺北市政府文化局,379590000E,臺北市大安區敦化南路一段二三三巷二十八號地下一樓,http://www.tpf.org.tw/
當代舞蹈團,舞蹈,0195,臺北市政府文化局,379590000E,臺北市內湖區東湖路一四四號三樓,
台北國際青年演奏家樂團,音樂,0194,臺北市政府文化局,379590000E,臺北市文山區興隆路一段五十三號三樓之四,
汲音木管室內樂團,音樂,0193,臺北市政府文化局,379590000E,臺北市中正區詔安街四十二之一號七樓,
成長文教基金會附設鞋子兒童實驗劇團,戲劇,0192,臺北市政府文化局,379590000E,臺北市大安區東豐街1號2樓,http://shinyshoes.myweb.hinet.net
躍動打擊樂團,音樂,0191,臺北市政府文化局,379590000E,臺北市北投區大業路十號地下一樓,http://www.jpg.org.tw
朱宗慶打擊樂團,音樂,0190,臺北市政府文化局,379590000E,臺北市北投區大業路十號地下一樓,http://www.jpg.org.tw
台灣打擊樂團,音樂,0189,臺北市政府文化局,379590000E,臺北市北投區大業路十號地下一樓,http://www.jpg.org.tw
再興青年越劇團,戲劇,0187,臺北市政府文化局,379590000E,臺北市中正區杭州南路一段一○一巷八號一樓,
屏風表演班,戲劇,0186,臺北市政府文化局,379590000E,臺北市文山區興隆路1段251巷3弄1號1樓,http://www.pingfong.com.tw
閃亮木管五重奏,音樂,0185,臺北市政府文化局,379590000E,臺北市中正區仁愛路二段二十四巷八號四樓,
九歌兒童劇團,戲劇,0183,臺北市政府文化局,379590000E,臺北市大安區和平東路3段308巷52號1樓,http://www.9s.org.tw
迷火佛拉明哥舞團,舞蹈,0182,臺北市政府文化局,379590000E,臺北市松山區南京東路三段303巷8弄3號1樓,http://www.flamenco.com.tw
傑優青少年打擊樂團,音樂,0181,臺北市政府文化局,379590000E,臺北市北投區大業路十號地下一樓,http://www.jpg.org.tw
古悅室內樂團,音樂,0179,臺北市政府文化局,379590000E,臺北市信義區松德路204號1樓,http://www.erhuken.idv.tw
文盈藝術舞蹈團,舞蹈,0178,臺北市政府文化局,379590000E,臺北市文山區興隆路二段三四五號二樓,http://winning.cyberstage.com.tw
飛鈴表演藝術團,舞蹈,0177,臺北市政府文化局,379590000E,臺北市文山區興隆路四段二十九巷四弄六號四樓,http://www.cyberstage.com.tw
底細爵士樂團,音樂,0176,臺北市政府文化局,379590000E,臺北市信義區永吉路200巷81弄12號,http://www.dizzy.org.tw
克里蒙納獨奏家室內樂團,音樂,0175,臺北市政府文化局,379590000E,臺北市中山區吉林路218巷15號3樓,
台北首督芭蕾舞團,舞蹈,0174,臺北市政府文化局,379590000E,臺北市士林區雨聲街八巷九之一號一樓,http://www.cbtballet.com.tw
歡喜扮戲團,戲劇,0173,臺北市政府文化局,379590000E,臺北市士林區德行西路九十七號二樓,https://qrgo.page.link/P4D5F
三十舞蹈劇場,舞蹈,0171,臺北市政府文化局,379590000E,臺北市信義區吳興街四九四巷十二號五樓,http://www.30dance.com
高屏溪合唱團,音樂,0170,臺北市政府文化局,379590000E,臺北市中正區銅山街三巷一號四樓之一,
中提琴家樂團,音樂,0169,臺北市政府文化局,379590000E,臺北市中山區逸仙路三十二巷九號七樓,
長青國劇團,戲劇,0166,臺北市政府文化局,379590000E,臺北市大安區臥龍街一九五巷四十五之一號四樓,
喜悅女聲合唱團,音樂,0165,臺北市政府文化局,379590000E,臺北市中山區民權東路二段59號2樓,
中山建中校友國樂團,音樂,0164,臺北市政府文化局,379590000E,臺北市信義區基隆路一段三六四巷四十一號五樓,http://facebook.com/ckzscm
舞武空間,舞蹈,0163,臺北市政府文化局,379590000E,臺北市信義區忠孝東路五段四二二號四樓,
愛悅爵士踢踏舞團,舞蹈,0162,臺北市政府文化局,379590000E,臺北市大安區仁愛路三段二十八號九樓之四,http://www.tapdance.com.tw
舞工廠舞團,舞蹈,0161,臺北市政府文化局,379590000E,臺北市中正區仁愛路2段48之6號地下之1,http://www.danceworks.com.tw
新古典舞團,舞蹈,0159,臺北市政府文化局,379590000E,臺北市北投區中央北路四段18巷13號二樓,http://www.neo.org.tw
台大薰風國樂團,音樂,0158,臺北市政府文化局,379590000E,臺北市大安區羅斯福路四段85號,http://www.facebook.com/NTUCO/
愛樂劇工廠,戲劇,0155,臺北市政府文化局,379590000E,臺北市大安區敦化南路1段233巷28號地下1樓,http://www.tpf.org.tw
台灣青年管弦樂團,音樂,0154,臺北市政府文化局,379590000E,臺北市大安區敦化南路一段二三三巷二十八號地下一樓,http://www.tpf.org.tw
台北愛樂青年管弦樂團,音樂,0153,臺北市政府文化局,379590000E,臺北市大安區敦化南路一段二三三巷二十八號地下一樓,http://www.tpf.org.tw/tpyo
唐樂舞,舞蹈,0152,臺北市政府文化局,379590000E,臺北市北投區中央北路四段18巷13號二樓,http://www.neo.org.tw
台聲合唱團,音樂,0151,臺北市政府文化局,379590000E,臺北市大安區仁愛路三段二十九號地下一樓,
仁仁藝術劇團,戲劇,0150,臺北市政府文化局,379590000E,臺北市大安區仁愛路三段二十九號地下一樓,
台灣青年合唱團,音樂,0149,臺北市政府文化局,379590000E,臺北市士林區雨聲街五十五號三樓,http://www.tpf.org.tw/youthchoir/index.html
