年度,被申訴人,申訴人,協商日,爭議內容
111,恩奕互動娛樂有限公司,陳○○,1110125,線上遊戲消費爭議
111,溱子瑞國際實業有限公司,楊○○,1110125,瘦身美容課程等消費爭議
111,仲信資融股份有限公司,楊○○,1110125,瘦身美容課程等消費爭議
111,新加坡商蝦皮娛樂電商有限公司,王○○,1110124,通訊交易消費爭議
111,蝦皮賣家：：kazumanono,王○○,1110124,通訊交易消費爭議
111,新加坡商競舞電競有限公司,劉○○,1110124,線上遊戲消費爭議
111,老孬服飾工作室,吳○○,1110122,通訊交易消費爭議
111,茱蒂婚紗攝影事業有限公司,鄧○○,1110121,婚紗攝影爭議
111,展雲事業股份有限公司,林○○,1110121,購買納骨塔位爭議
111,春天假期汽機車出租,鄧○○,1110121,租賃汽車消費爭議
111,宏隆乾洗,侯○○,1110121,洗衣消費爭議
111,新城國際汽車有限公司,張○○,1110121,汽車委託購買爭議
111,菁英雲教育科技股份有限公司附設臺北市私立菁英國際語文短期補習班公館分班,黃○○,1110121,短期補習班課程消費爭議
111,海樂影業股份有限公司,吳○○,1110119,藝文表演票券爭議
111,遊戲橘子數位科技股份有限公司,王○○,1110119,線上遊戲消費爭議
111,薩摩亞商我訂股份有限公司,潘○○,1110119,影音串流平台消費爭議
111,台灣樂天市場股份有限公司,陳○○,1110119,通訊交易消費爭議
111,海樂影業股份有限公司,高○○,1110118,藝文表演票券爭議
111,燦坤實業股份有限公司,蔡○○,1110118,通訊交易消費爭議
111,展雲事業股份有限公司,王○○,1110117,購買納骨塔位消費爭議
111,方舟健康事業有限公司,范○○,1110117,健身中心爭議
111,青沐創意行銷有限公司,郭○○,1110117,募資爭議
111,嘖室股份有限公司,郭○○,1110117,募資爭議
111,威瑞達有限公司,顏○○,1110117,通訊交易消費爭議
111,華碩美麗華形象店,賴○○,1110117,手機買賣消費爭議
111,雅虎賣家拍賣代號:Y7102052791,張○○,1110114,通訊交易消費爭議
111,亞霏企業社,熊○○,1110112,購買服飾爭議
111,香港商天然護髮用品中心有限公司,陳○○,1110111,美髮服務爭議
111,旭瑞文化傳媒股份有限公司,禇○○,1110111,網路連線遊戲消費爭議
111,進順鋁門玻璃行,林○○,1110111,鋁門窗施工消費爭議
111,海樂影業股份有限公司,王○○,1110110,藝文表演票券爭議
111,香港商天然護髮用品中心有限公司,許○○,1110106,美髮服務爭議
111,裕富數位資融股份有限公司,李○○,1110105,交友服務退費爭議
111,睦風國際有限公司,李○○,1110105,交友服務退費爭議
111,數字銀河股份有限公司,邱○○,1110105,網路連線遊戲消費爭議
111,新加坡商蝦皮娛樂電商有限公司,蕭○○,1110104,通訊交易消費爭議
111,斯邦奈有限公司,賴○○,1110104,藝文表演票券爭議
111,蝦皮賣家帳號：tlin0924,錢○○,1110104,網路購物消費爭議
111,新加坡商蝦皮娛樂電商有限公司,錢○○,1110104,網路購物消費爭議
111,豐年國際地產股份有限公司,黃○○,1110104,房屋買賣消費爭議
111,合馬家具有限公司,陳○○,1110103,瑕疵消費爭議
