統一編號,商業名稱,商業地址,設立日期,Longitude,Latitude
635154,結伊果工作室,臺北市內湖區民權東路6段180巷6號10樓之11,1150427,121.592648,25.068196
635160,昇易秦味食堂,臺北市中正區博愛路158號,1150427,121.511387,25.041813
635176,文華健康休閒館,臺北市萬華區長沙街2段70號1樓,1150427,121.505419,25.040489
635181,爍弘商行,臺北市大安區忠孝東路4段169號11樓之4,1150427,121.550421,25.041705
635197,武欣金工藝社,臺北市中山區龍江路356巷85號,1150427,121.537582,25.066123
635204,鐵火甜心燒烤鋪,臺北市北投區中央南路1段18號1樓,1150427,121.501391,25.132781
635210,沐禾企業社,臺北市中山區撫順街25號5樓之2,1150427,121.520318,25.063604
635226,增力企業社,臺北市中正區臨沂街3巷11號1樓,1150427,121.531526,25.043348
635231,吾嶼茶飲企業社,臺北市內湖區洲子街100號1樓,1150427,121.570639,25.080031
635247,泰鮮企業社,臺北市中山區林森北路346號2樓,1150427,121.525369,25.056947
635252,沐集客科技商行,臺北市士林區大南路345號4樓之3,1150427,121.516732,25.088673
645842,玖壹河商號,臺北市南港區忠孝東路六段424號1樓,1150427,121.593202,25.050079
650041,小黑越式料理,臺北市萬華區梧州街25號,1150427,121.49773,25.03772
674445,西瓜美甲工作室,臺北市松山區敦化南路1段57號4樓之8,1150427,121.549265,25.04578
680967,通化巷口無名麵店,臺北市大安區通化街39巷50弄3號,1150427,121.555528,25.030736
634768,漆序塗裝工程行,臺北市北投區開明街23巷2號1樓,1150428,121.501121,25.141888
635268,凱鑫室內裝潢工程行,臺北市中山區南京東路1段86號7樓之3,1150428,121.525617,25.051918
635274,陳宥瑜工作室,臺北市士林區承德路4段12巷39號1樓,1150428,121.520169,25.080711
635289,墨沐運動坊,臺北市萬華區長沙街2段151號地下一層,1150428,121.502655,25.040593
635295,立直桌遊社,臺北市萬華區武昌街2段83之10號2樓,1150428,121.50503,25.045673
635302,亮吟藝術工作室,臺北市內湖區成功路5段424號,1150428,121.607431,25.07542
635318,喜多飲食店,臺北市大同區昌吉街124號,1150428,121.514376,25.065846
635324,優米美學工作室,臺北市內湖區新明路460巷14號1樓,1150428,121.578503,25.054047
635339,枋橋快餐商行,臺北市大同區延平北路3段18巷42之1號4樓,1150428,121.509747,25.063845
635345,碳吾吉日式燒鳥商行,臺北市大安區通化街145號1樓,1150428,121.553923,25.028832
635350,樂勳小吃店,臺北市信義區莊敬路334號,1150428,121.563774,25.027857
635366,日日好食商行,臺北市中山區合江街74號1樓,1150428,121.539072,25.057027
635372,木光拾影行,臺北市大同區承德路3段8巷20號4樓,1150428,121.516503,25.063642
635387,呀頭早午餐,臺北市松山區民生東路3段127巷10號1樓,1150428,121.547407,25.058827
635393,三多堂企業社,臺北市松山區八德路4段699號5樓之3,1150428,121.576644,25.050207
635400,江楠藥局,臺北市內湖區港墘里江南街37號1樓,1150428,121.578138,25.077857
635416,好瓜張商行,臺北市萬華區寶興街80巷1之3號4樓,1150428,121.494127,25.025621
635422,唭哩岸文化工作室,臺北市北投區裕民六路120號4樓,1150428,121.517636,25.11456
635437,藍莓奶酪日系小舖,臺北市大安區安和路2段7號8樓之1,1150428,121.552632,25.032765
635443,顏金蘭企業社,臺北市中山區復興北路2號8樓之9,1150428,121.543715,25.047768
635458,芋粿巧企業社,臺北市文山區興隆路3段55號2樓,1150428,121.556038,25.000328
635464,心扉工作室,臺北市中山區民生東路2段83之4號,1150429,121.530719,25.058202
635470,肆友日常工作室,臺北市中正區開封街1段105號2樓之6,1150429,121.510152,25.046022
635485,滾滾冰菓室,臺北市大同區西寧北路83之3號1樓,1150429,121.509088,25.056198
635491,煦煦如生影像空間工作室,臺北市萬華區中華路1段18巷25號地下,1150429,121.508444,25.047501
635507,尹銓工作室,臺北市大同區昌吉街33巷9號,1150429,121.517195,25.066226
635513,恩福商行,臺北市大同區重慶北路2段74號8樓,1150429,121.513686,25.05635
635529,莯澄工程行,臺北市內湖區內湖路1段115號4樓,1150429,121.562048,25.084223
635534,易境紋聲企業社,臺北市中山區松江路259巷23號3樓,1150429,121.534415,25.059607
635540,秋葉餐館,臺北市北投區石牌路2段90巷18之1號1樓,1150429,121.517112,25.117045
635555,再來一塊企業社,臺北市萬華區峨眉街49號1樓,1150429,121.506805,25.043614
635561,瑋威湯包商行,臺北市中正區中山北路1段4號1樓,1150429,121.51953,25.046078
635582,無休職出印刷所,臺北市內湖區石潭路27號11樓之5,1150429,121.586063,25.06285
635598,米琪服飾行,臺北市信義區永吉路443巷3弄16號,1150429,121.578597,25.045923
635605,和平澎湖鮮魚湯,臺北市中正區和平西路1段46號,1150429,121.519942,25.026454
635611,阿帕狗數位行銷工作室,臺北市大同區寧夏路155號5樓,1150429,121.51428,25.06133
635627,幸運熊童裝行,臺北市信義區永吉路461號,1150429,121.57886,25.045579
635632,時光吉室,臺北市中正區許昌街12號2樓,1150429,121.516827,25.045438
635648,芃程養生會館,臺北市中山區錦州街25號3樓之1,1150429,121.525278,25.060399
635653,易美養生館,臺北市信義區林口街224號1樓,1150429,121.581194,25.042183
635669,沉浸式務所,臺北市大同區重慶北路3段80號2樓,1150429,121.513445,25.06622
635675,一山設計,臺北市士林區中山北路7段81巷30號6樓之10,1150429,121.529253,25.122295
635680,蓎小姐工作室,臺北市中正區羅斯福路3段316巷20號5樓,1150429,121.532241,25.015366
650400,品凜食品行,臺北市士林區天母西路13巷1號1樓,1150429,121.528221,25.118718
653693,魔境企業社,臺北市文山區羅斯福路5段235號,1150429,121.539283,25.001681
635577,吉星禮儀企業社,臺北市中正區延平南路61號3樓之4,1150430,121.510414,25.044657
635696,趨合工作室,臺北市大安區忠孝東路4段233號10樓之6,1150430,121.553608,25.041654
635703,若傑音樂工作室,臺北市中山區南京東路2段150號5樓,1150430,121.534199,25.051833
635719,空間創藝髮藝,臺北市信義區忠孝東路5段71巷11弄18號1樓,1150430,121.567965,25.041909
635725,翰娜一鼎商行,臺北市信義區吳興街359之10號1樓,1150430,121.566408,25.025966
635730,富而俐洋行,臺北市士林區中山北路6段35巷12號1樓,1150430,121.524563,25.103047
635746,禾楠早午餐店,臺北市中正區杭州南路1段14之9號,1150430,121.525327,25.039138
635751,萊特利工作室,臺北市大安區樂利路13號,1150430,121.551267,25.028117
635767,蓁蓁美甲工作室,臺北市士林區重慶北路4段45號1樓,1150430,121.512849,25.080898
635773,微笑果昔小舖,臺北市內湖區康寧路3段189巷12弄16號1樓,1150430,121.612881,25.069942
635788,燕山湯圓店,臺北市信義區虎林街108巷11號1樓,1150430,121.576583,25.042556
635794,好琳居工作室,臺北市大安區忠孝東路4段169號12樓之4,1150430,121.550421,25.041705
635801,小天媒體工作室,臺北市文山區辛亥路4段166巷11號,1150430,121.555801,25.004527
635817,宇勝商行,臺北市大安區信義路4段26號5樓之1,1150430,121.544405,25.033166
635823,魔幻美人魚工作室,臺北市中山區中山北路1段140巷18號2樓,1150430,121.52119,25.05143
635838,玄和工作室,臺北市松山區三民路3巷21號,1150430,121.56292,25.051991
635859,神氣小虎體操館,臺北市北投區珠海路13號1樓,1150430,121.501895,25.137865
635865,暗沼商行,臺北市中山區中山北路2段59巷25之6號,1150430,121.524181,25.056006
635871,月梅室內設計工作室,臺北市大安區仁愛路3段26號5樓,1150430,121.535746,25.037648
635886,恆翔工程行,臺北市文山區下崙路33巷21號2樓,1150430,121.558475,24.986149
635892,權麒企業社,臺北市士林區延平北路5段136巷27弄39號1樓,1150430,121.511093,25.083024
635909,本是企業社,臺北市中山區新生北路3段11巷27號1樓,1150430,121.528636,25.063648
635915,品和行,臺北市中山區復興北路170號1樓,1150430,121.543865,25.053747
635921,九品倉商行,臺北市士林區通河東街1段124巷3號2樓,1150430,121.516279,25.086672
635936,親子弦樂藝術美學工作室,臺北市萬華區西園路2段157號8樓,1150430,121.495965,25.02904
635942,首爾玩家貿易社,臺北市中山區龍江路151號2樓,1150430,121.540619,25.054017
662291,鴻銳汽車美容坊,臺北市北投區東華街1段434號1樓,1150430,121.51802,25.111583
