統一編號,商業名稱,商業地址,變更日期,Longitude,Latitude
42288814,雅琪咖啡館,臺北市萬華區和平西路3段143號,1150422,121.498912,25.035423
42420996,佳貝小吃店,臺北市士林區大北路6號1樓,1150422,121.526768,25.089708
42420996,豪滿足小吃店,臺北市士林區大北路6號1樓,1150422,121.526768,25.089708
42431662,寶敏美學空間工作室,臺北市大安區忠孝東路4段155號12樓,1150422,121.550038,25.041709
48890376,茗穀屋烘焙坊,臺北市內湖區內湖路3段43號,1150422,121.592378,25.085598
72859001,潔淨室企業社,臺北市大同區長安西路180號7樓,1150422,121.515873,25.051072
72929554,燦煌烘焙坊,臺北市北投區尊賢街203號1樓,1150422,121.508039,25.11524
76310265,銀彔坊,臺北市中山區吉林路407巷19號1樓,1150422,121.531283,25.066158
76395685,埕正商行,臺北市大同區迪化街1段20號,1150422,121.51007,25.054269
78346459,德邦美髮工作室,臺北市松山區八德路4段181巷20號,1150422,121.563111,25.04933
79837658,佑銓道國際企業社,臺北市中山區松江路275號地下,1150422,121.533379,25.059978
79847190,星維園藝社,臺北市大安區忠孝東路4段71之6號,1150422,121.546856,25.041864
88161753,登波咖啡,臺北市大同區赤峰街49巷25號,1150422,121.520366,25.055762
88358806,百萬市集商行,臺北市大同區延平北路2段202號18樓,1150422,121.511296,25.059035
88470364,小人物咖啡工作室,臺北市中正區羅斯福路4段136巷6弄23號,1150422,121.535821,25.012219
93203368,青山微曉社,臺北市大安區新生南路1段165巷39號1樓,1150422,121.536429,25.034224
93213204,森華餐飲,臺北市中正區中華路2段303巷1號,1150422,121.504883,25.029361
99994058,富圓工作室,臺北市大同區建明里長安西路78巷3弄3號4樓,1150422,121.519389,25.049816
512152,獨領楓燒串烤店,臺北市中山區新生北路2段68巷13弄8號1樓,1150423,121.526366,25.056388
560604,飛來金彩券行,臺北市北投區自強街79號,1150423,121.514505,25.110688
564550,森時光商行,臺北市南港區新民街63號1樓,1150423,121.611613,25.055736
577133,三隻小雞甜點舖,臺北市大安區和平東路3段70之2號1樓,1150423,121.550506,25.024324
606355,莉莉恩裸妝美學館,臺北市大安區忠孝東路4段311號10樓之3,1150423,121.555802,25.041594
630860,浩月星傳媒企業社,臺北市萬華區中華路1段106號8樓,1150423,121.508392,25.043975
633368,久鼎商行,臺北市中正區忠孝東路1段152號12樓之5,1150423,121.52592,25.04398
4404089,農安車店,臺北市中山區農安街97號,1150423,121.528993,25.064934
13823844,興旺海參號,臺北市中山區南京東路2段101號8樓,1150423,121.532636,25.05224
25672763,小李麵食專賣店,臺北市松山區新中街2之1號1樓,1150423,121.560734,25.057369
31950693,迷魂湯小吃店,臺北市信義區崇德街22號1樓,1150423,121.553526,25.024262
38464486,威烝車業行,臺北市文山區景興路28之1號1樓,1150423,121.544594,24.997411
41386746,非印影像設計工作室,臺北市大安區溫州街75號,1150423,121.533047,25.020358
42364565,新大溪地時尚館,臺北市中山區民權東路2段1號2樓之2,1150423,121.528108,25.062854
42501483,君悅餐廳,臺北市信義區松信路131號1樓,1150423,121.572166,25.04407
48900070,智冠企業社,臺北市松山區民生東路5段198號11樓之10,1150423,121.564482,25.058738
72922855,雜良小舖,臺北市內湖區內湖路1段411巷9弄4號,1150423,121.571293,25.082135
72989264,海的潛水工作室,臺北市內湖區文德路210巷8號8樓之5,1150423,121.583996,25.077987
76371728,清大夫清潔企業社,臺北市大同區民權西路104號8樓之2,1150423,121.51752,25.062705
85426908,星玥企業社,臺北市南港區南港路3段195號,1150423,121.581117,25.051462
88162991,南平鵝肉延吉小吃店,臺北市大安區延吉街157號,1150423,121.555044,25.039724
88221788,吉姿企業社,臺北市信義區松山路421號11樓之4,1150423,121.578005,25.040496
88224271,點自然商行,臺北市信義區忠孝東路4段553巷6弄9號,1150423,121.563253,25.042313
93121394,薇心香美容館,臺北市中山區民權東路2段54號2樓之1,1150423,121.53082,25.062362
93132006,一路贏運動彩券行,臺北市北投區自強街79號,1150423,121.514505,25.110688
98883126,尚好企業社,臺北市文山區忠順街1段48巷19號,1150423,121.560379,24.983259
545338,聲肆音樂工作室,臺北市大同區重慶北路3段296巷18號2樓,1150424,121.51288,25.073515
552793,夢想開花所,臺北市中山區建國北路3段113巷5號1樓,1150424,121.536063,25.066693
611913,派派電子商務,臺北市萬華區和平西路3段52巷11號1樓,1150424,121.503414,25.034379
614502,延六娃娃屋,臺北市士林區延平北路6段195號1樓,1150424,121.505915,25.089379
627339,不瘋魔不成活藝術事業士東店,臺北市士林區士東路29號1樓,1150424,121.527221,25.111961
631381,沛普創意工作室,臺北市士林區天壽里中山北路六段763巷7弄12號3樓,1150424,121.527224,25.116251
1149590,誠記蔘藥行,臺北市大同區迪化街1段212號,1150424,121.509423,25.059258
4495980,協興海參號,臺北市中山區南京東路2段101號8樓,1150424,121.532636,25.05224
15935984,林繼昌商號,臺北市萬華區環南綜合市場丁棟1樓529號,1150424,121.497241,25.018692
26223174,喜品咖啡屋,臺北市北投區東華街2段220號1樓,1150424,121.509356,25.120542
26364455,榮騰咖啡館,臺北市大安區瑞安街206號,1150424,121.54062,25.028064
27045705,恆德藥房,臺北市文山區景美街187號1樓,1150424,121.541819,24.988709
38502340,衣黛服飾店,臺北市士林區華齡街40巷12弄1號,1150424,121.520336,25.084045
72932283,青禾創意工作室,臺北市松山區基隆路1段8號13樓,1150424,121.569933,25.050764
72984943,立竿見影工作室,臺北市士林區中山北路7段82巷6號7樓,1150424,121.531985,25.12129
72991331,懷昇配件企業社,臺北市松山區八德路3段164號2樓之8,1150424,121.55529,25.047955
73176053,米婕冰菓室,臺北市士林區中山北路6段736號1樓,1150424,121.528093,25.115402
76409082,催生音樂展演工作室,臺北市松山區復興南路1段45號4樓,1150424,121.544087,25.045574
76713703,祺寰行號,臺北市內湖區內湖路3段143巷9號,1150424,121.589515,25.087115
82113827,家禾國際工程行,臺北市信義區忠孝東路5段236巷3弄15號1樓,1150424,121.572891,25.040486
88377727,金客來餐坊,臺北市中正區忠孝西路1段72號地下樓之39，之41，之44至之58，之88，之89，之91，之92,1150424,121.514062,25.046827
88383333,双點工作室,臺北市大安區復興南路1段79巷2號3樓之3,1150424,121.54427,25.044397
93186608,功夫長春企業社,臺北市中山區林森北路123號,1150424,121.525194,25.050884
93197181,艾薇企業社,臺北市信義區福德街300巷10號1樓,1150424,121.587017,25.03968
95133331,好拍國際多媒體社,臺北市中正區許昌街42號8樓,1150424,121.51546,25.045451
95155334,皇堃水族館,臺北市松山區民權東路五段16號1樓,1150424,121.563798,25.06276
548291,果子發舖子,臺北市中山區龍江路21巷20號1樓,1150427,121.541479,25.04772
565827,夏爾珠寶,臺北市大安區敦化南路1段318號,1150427,121.548458,25.035383
2452649,地球的聲音工作室,臺北市萬華區莒光路150號2樓,1150427,121.502674,25.031361
15059540,天祥土木包工業,臺北市大安區仁愛路3段7之3號,1150427,121.533565,25.038446
18402580,宏願禮儀禮品社,臺北市中山區民權東路2段135巷29弄2號,1150427,121.535314,25.064119
26225927,邦妮寵物美學商行,臺北市中山區新生北路3段63之2號1樓,1150427,121.528058,25.066063
31712953,凡特邁塔商行,臺北市大安區四維路192巷2號1樓,1150427,121.54782,25.02719
38571084,卉薾花藝設計工作坊,臺北市中山區德惠街39號,1150427,121.526825,25.066731
48859760,都可商行,臺北市文山區興隆路3段36巷9弄5號,1150427,121.555632,24.999904
72728607,匯宇豐國際企業社,臺北市中山區撫順街6之1號4樓之1,1150427,121.521455,25.063666
75943663,艾杰皮斯商行,臺北市大安區忠孝東路4段183號13樓之2,1150427,121.550901,25.041689
76376701,自然風樂活小吃店,臺北市松山區三民路113巷5之4號1樓,1150427,121.563143,25.057925
76385899,初覺生活文創室,臺北市大同區承德路2段151號1樓,1150427,121.518394,25.058005
79582402,梅森國際珠寶工作室,臺北市萬華區興寧街24號2樓,1150427,121.501121,25.03224
88158722,昌宏串串香企業社,臺北市文山區木柵路3段102巷4號,1150427,121.567447,24.988406
88279681,熙朵韓衣商行,臺北市大安區大安路1段43號1樓,1150427,121.546294,25.043476
88300087,柏騰商行,臺北市中正區水源路89號1樓,1150427,121.519332,25.021186
91410762,艾倫佛牌店,臺北市中山區林森北路627號6樓之5,1150427,121.525856,25.067063
91764510,什發商行,臺北市信義區光復南路429號5樓,1150427,121.557708,25.035892
93138775,珍味好商行,臺北市士林區士東路7號1樓,1150427,121.526613,25.111891
93145781,寶霆國際物流企業社,臺北市大同區重慶北路2段74號3樓,1150427,121.513686,25.05635
93183601,維式日常工作室,臺北市中山區松江路185號11樓之6,1150427,121.533317,25.05647
93195923,宸曦商行,臺北市信義區松山路465巷29弄14號1樓,1150427,121.579292,25.040873
93424329,時鯨軟體工作室,臺北市中正區重慶南路1段95號6樓,1150427,121.513334,25.04317
547096,忠孝夾霏貓企業社,臺北市大安區忠孝東路4段201號1樓,1150428,121.551773,25.041678
547292,大昌大企業社,臺北市萬華區西昌街152之1號1樓,1150428,121.500523,25.038784
1197516,三桑行,臺北市松山區興安街168之4號1樓,1150428,121.544653,25.055982
1700207,日勝廣告行,臺北市文山區指南路2段45巷14弄15號,1150428,121.575046,24.989197
20816657,鑫源當舖,臺北市大安區和平東路2段16號1樓,1150428,121.535833,25.025715
26365813,貞心食堂,臺北市松山區民生東路3段130巷5弄14號,1150428,121.546798,25.056958
27150311,金城鎖匙印章行,臺北市北投區致遠二路143號,1150428,121.512815,25.117322
31855403,享澄商行,臺北市松山區富錦街525號,1150428,121.565101,25.061198
31860026,時尚曼谷小吃店,臺北市士林區大東路54號,1150428,121.525497,25.089759
36505412,可家肉品商行,臺北市萬華區西寧南路4號西寧市場地下室159號攤位,1150428,121.507045,25.047931
42367872,權發通訊行,臺北市中正區汀州路3段112號1樓,1150428,121.533323,25.014223
48904414,藝富文創展演館,臺北市萬華區昆明街76號地下1層,1150428,121.505532,25.045766
48931355,貳零參早餐店,臺北市中正區惠安街15號,1150428,121.506647,25.029678
72728629,威立開企業社,臺北市中山區撫順街6之1號4樓之1,1150428,121.521455,25.063666
76445165,定鴻工程行,臺北市信義區虎林街202巷44號1樓,1150428,121.576012,25.037662
88163295,奕勤餐坊,臺北市大安區大安路1段213號,1150428,121.546082,25.034949
88214533,金玉大骨麵店,臺北市松山區興安街178號1樓,1150428,121.544897,25.056017
88218480,大吉大企業社,臺北市中正區中華路2段417之1號,1150428,121.508607,25.025611
88227360,饃饃噠商行,臺北市大安區金山南路2段25之1號1樓,1150428,121.527283,25.033148
88286971,棟利商行,臺北市萬華區漢中街104號1樓,1150428,121.507192,25.043315
88296680,三歐巴早午餐店,臺北市中山區長春路322號,1150428,121.540715,25.054535
93126969,紅利商行,臺北市中山區錦州街323號,1150428,121.538586,25.060324
93137733,十八烏龍院茶坊,臺北市內湖區康寧路3段165巷18號,1150428,121.612088,25.071131
540755,宸熙楠南商行,臺北市松山區南京東路5段102之2號1樓,1150429,121.561797,25.051051
547482,蝦米攏販舖,臺北市中山區民權東路1段53號4樓,1150429,121.524824,25.062906
632868,禾呈日貨商行,臺北市中正區金山北路1號5樓之6,1150429,121.530348,25.043935
1806546,運鴻輪胎行,臺北市北投區明德路335巷2號1樓,1150429,121.520165,25.116546
27157861,勝琳雞行,臺北市萬華區環河南路2段236號1樓,1150429,121.492446,25.033463
31900998,皇良寵物生活館,臺北市大同區承德路2段6號,1150429,121.517975,25.055129
42490731,豐盛刀削麵店,臺北市中山區長安東路1段53巷2之1號1樓,1150429,121.526393,25.049029
60112905,富玖企業社,臺北市中山區民生東路1段29號5樓之5,1150429,121.525124,25.058197
72929739,恩博凱手搖飲料,臺北市內湖區內湖路1段341之1號,1150429,121.568849,25.082301
73883958,台發雞行,臺北市萬華區環河南路2段236號,1150429,121.492446,25.033463
73884865,阿田麵,臺北市大同區赤峰街44巷20號1樓,1150429,121.519284,25.057016
76395643,光大冷飲店,臺北市大同區民生西路102號1樓,1150429,121.519772,25.05741
77177912,衣心行,臺北市萬華區西園路2段173號1樓,1150429,121.495189,25.027944
88136050,黑夾客商店,臺北市大同區歸綏街189號1樓,1150429,121.512623,25.058256
88137889,古奈休閒館,臺北市中正區博愛路154號4樓,1150429,121.511397,25.041962
88230560,蔗飲堂企業社,臺北市北投區實踐街84號,1150429,121.510824,25.115199
91696106,冷暖實業工程行,臺北市北投區公舘路231巷7弄19號2樓,1150429,121.50817,25.127116
538884,嗷嗚藝術工作室,臺北市中正區仁愛路2段25號5樓,1150430,121.527305,25.038461
553224,用心跑運動行銷工作室,臺北市大安區仁愛路4段403號9樓,1150430,121.555654,25.038008
560301,禾潤商行,臺北市士林區葫蘆街54巷4號2樓,1150430,121.509136,25.080459
627008,華吉商行,臺北市信義區忠孝東路5段165巷5號,1150430,121.568805,25.041644
1475692,超然商行,臺北市萬華區峨嵋街22號1樓,1150430,121.5073924,25.04796074
1747998,達昌宸曜信義藥局,臺北市大安區信義路4段265巷6之1號1樓,1150430,121.554205,25.033722
9688016,鑫暘企業社,臺北市文山區忠順街2段27號5樓,1150430,121.563209,24.98484
11736083,新龍江理髮廳,臺北市中山區龍江路2之2號,1150430,121.540299,25.047063
21725037,采士影像造型屋,臺北市大安區延吉街157之5號2樓,1150430,121.55511,25.039474
25500410,簡鍾阿芽商行,臺北市萬華區內江街29之5號公有西門市場40號攤位,1150430,121.506088,25.041817
25542024,匯來企業社,臺北市萬華區環河南路3段239號7樓,1150430,121.492718,25.020575
26245634,傑斯石材工程行,臺北市士林區中正路696號7樓,1150430,121.50569,25.085996
31948873,好知味小吃店,臺北市大安區延吉街131巷2弄11號,1150430,121.554647,25.042169
36544273,信義書局,臺北市大安區復興南路2段173號1樓,1150430,121.543689,25.027535
38569405,鼎贊餐廳,臺北市中山區長安東路2段142號9樓,1150430,121.537395,25.048279
41084720,欣意商行,臺北市文山區景興路193號11樓之3,1150430,121.54441,24.992228
42269627,泰泓工程行,臺北市南港區市民大道7段26號2樓,1150430,121.581312,25.048843
42352054,米娜早午餐坊,臺北市北投區崇仁路1段77號,1150430,121.501623,25.126185
42357749,芯生活商行,臺北市士林區中山北路6段420號1樓,1150430,121.527131,25.113606
42549613,安好食精緻早餐,臺北市大安區新生南路3段86巷9號,1150430,121.532623,25.018733
42558345,鶴家食堂,臺北市北投區東華街1段48巷2號1樓,1150430,121.519942,25.108736
48742381,有孚商號,臺北市士林區通河街1巷6號,1150430,121.523729,25.080259
48875184,民生東綠茶店,臺北市松山區民生東路4段104號,1150430,121.554057,25.058039
72927296,泰鑫閣化妝品行,臺北市中山區林森北路356號8樓,1150430,121.525347,25.057207
72998257,和平安好食店,臺北市大安區辛亥路2段201號,1150430,121.542164,25.02165
81631203,鼎郝乾洗商店,臺北市內湖區民權東路6段296巷27號1樓,1150430,121.606196,25.072044
88212232,壹伍伍藝術工作室,臺北市北投區北投路1段83號10樓之1,1150430,121.499965,25.12865
88212269,立晨企業社,臺北市文山區忠順街2段27號5樓,1150430,121.563209,24.98484
88214908,升羕生技企業社,臺北市中山區復興北路174號9樓,1150430,121.54387,25.053954
88268642,心悅橙芙工作室,臺北市士林區天母西路29號2樓,1150430,121.527849,25.118501
88295063,貝斯特工程行,臺北市松山區八德路4段106巷8弄14號2樓,1150430,121.560458,25.047053
88308588,得懿商店,臺北市中正區信陽街13之1號1樓,1150430,121.516267,25.044699
88374833,四知堂青草店,臺北市萬華區廣州街203號,1150430,121.500404,25.036733
93125618,梅歌派企業社,臺北市大同區西寧北路78之18號,1150430,121.508688,25.05443
93196129,光玥沐旅企業社,臺北市中正區中華路1段7號6樓之8,1150430,121.510267,25.047034
93198837,綻陽商行,臺北市中正區開封街1段19號1樓,1150430,121.513711,25.04606
93202635,美賦商行,臺北市中山區撫順街2號6樓之1,1150430,121.521916,25.063751
93203655,慧宇美學工作室,臺北市中山區新生北路三段43號2樓之14,1150430,121.528038,25.065415
