十碼章,醫院名稱,縣市別,行政區,地址,連絡電話
3501154475,樹爸爸親子診所,63000,士林區,臺北市士林區德行東路286號,(02)28381838
3501154493,鴻林診所,63000,士林區,臺北市士林區大東路128號,(02)28820437
3501154519,貝爾診所,63000,士林區,臺北市士林區中山北路7段82巷9號1樓,(02)28729980
3501154528,小禾馨士林小兒專科診所,63000,士林區,臺北市士林區中正路289號,(02)28827333
3501154546,橙光耳鼻喉科診所,63000,士林區,臺北市士林區大南路286號,(02)28883222
3501154564,佩佩婦幼診所,63000,士林區,臺北市士林區中山北路六段182號、182號2樓,(02)28386262
3501160231,洪耳鼻喉科診所,63000,北投區,臺北市北投區中央南路1段43號,(02)28928769
3501160286,永安家庭醫學科診所,63000,北投區,臺北市北投區公館路47號,(02)28940888
3501160311,紀耳鼻喉科診所,63000,北投區,臺北市北投區石牌路2段55號2樓、57號、57號2樓,(02)28214485
3501160482,宏德診所,63000,北投區,臺北市北投區尊賢街272號,(02)28216157
3501160544,大順耳鼻喉科診所,63000,北投區,臺北市北投區中和街236號,(02)28964588
3501160731,林文正耳鼻喉科診所,63000,北投區,臺北市北投區明德路92號,(02)28261083
3501160866,長宏診所,63000,北投區,臺北市北投區中央北路2段121號1樓,(02)28967372
3501160937,杏華診所,63000,北投區,臺北市北投區知行路218號(1、2樓),(02)28585522
3501173032,陽光耳鼻喉科診所,63000,信義區,臺北市信義區松山路484之8 號,(02)27279529
3501173103,陳世卿診所,63000,信義區,臺北市信義區莊敬路435號,(02)87803565
3501173336,登瑞安診所,63000,信義區,臺北市信義區林口街232號,(02)27265228
3501173425,林應然小兒科診所,63000,信義區,臺北市信義區福德街75號,(02)27595328
3501173505,博馨診所,63000,信義區,臺北市信義區永吉路236號,(02)87874911
3501173569,信義耳鼻喉科診所,63000,信義區,臺北市信義區莊敬路407號1樓,(02)23450288
3501173783,俊安診所,63000,信義區,臺北市信義區永吉路30巷148弄6號,(02)27605757
3501174360,康誠內科診所,63000,信義區,臺北市信義區松山路625號,(02)27260018
3501174593,理恩診所,63000,信義區,臺北市信義區忠孝東路五段410-2號,(02)87899728
3501174806,永吉羅耳鼻喉科診所,63000,信義區,臺北市信義區永吉路272號,(02)27656079
3501174815,莊敬診所,63000,信義區,臺北市信義區莊敬路280號,(02)27589258
3501175223,桂其安家醫科診所,63000,信義區,臺北市信義區敬路462號1F,(02)27229173
3501175465,嚴敏心耳鼻喉科診所,63000,信義區,臺北市信義區臺北市信義區松山路541巷4號（1樓）,(02)27279558
3501181258,林診所,63000,中正區,臺北市中正區寧波東街22號,(02)23921100
3501181267,朱小兒科診所,63000,中正區,臺北市中正區汀州路二段220號1樓,(02)23651810
3501181589,同泰診所,63000,中正區,臺北市中正區汀州路2段138號,(02)23678511
3501181614,張孟源內科診所,63000,中正區,臺北市中正區中華路二段325號1樓,(02)23098600
3501181767,惠恩診所,63000,中正區,臺北市中正區濟南路2段48巷3之2號,(02)23919572
3501192608,許孟權小兒科診所,63000,萬華區,臺北市萬華區西藏路115號,(02)23393331
3501192733,天行健診所,63000,萬華區,臺北市萬華區寶興街127號,(02)23320688
3501194237,維恩耳鼻喉科診所,63000,萬華區,臺北市萬華區萬大路446號1樓,(02)23056936
3501194424,快樂兒童診所,63000,萬華區,臺北市萬華區寶興街121號,(02)23328610
3501194451,青年診所,63000,萬華區,臺北市萬華區中華路二段424號,(02)23032450
3501194497,君怡耳鼻喉科診所,63000,萬華區,臺北市萬華區貴陽街2段76號,(02)23891191
3501194648,光耳鼻喉科診所,63000,萬華區,臺北市萬華區青年路90號,(02)23077565
3501194657,永康診所,63000,萬華區,臺北市萬華區桂林路47號,(02)23123455
3501194835,佳安診所,63000,萬華區,臺北市萬華區青年路34號,(02)23320898
3501195038,幸福診所,63000,萬華區,臺北市萬華區康定路１９９號,(02)23380456
3501195690,瑞生診所,63000,萬華區,臺北市萬華區西園路2段250號,(02)23012788 
3501195869,益銓診所,63000,萬華區,臺北市萬華區萬大路233號,(02)23331323
3501200338,興隆李內兒科診所,63000,文山區,臺北市文山區興隆路一段12號,(02)29314537
3501203222,健鑫診所,63000,文山區,臺北市文山區忠順街1段28號,(02)29375680
3501203259,樂群耳鼻喉科家醫科診所,63000,文山區,臺北市文山區木新路三段２０２號,(02)22340158 
3501203268,仁荔健康診所,63000,文山區,臺北市文山區興隆路一段258號,(02)29339986
3501203357,大豐耳鼻喉科診所,63000,文山區,臺北市文山區木新路三段220號,(02)29371299
3501015606,弘宇診所,63000,松山區,臺北市松山區民權東路三段160巷2之6號,(02)27128875
4001020028,尹書田醫療財團法人書田泌尿科眼科診所,63000,大安區,臺北市大安區建國南路2段276號,(02)23690211
4001110018,國泰醫療財團法人內湖國泰診所,63000,內湖區,臺北市內湖區瑞光路337號1-4樓,(02)87972121
4001180010,醫療財團法人徐元智先生醫藥基金會遠東聯合診所,63000,中正區,臺北市中正區永綏街8號,(02)23111525
4001180029,醫療財團法人好心肝基金會好心肝診所,63000,中正區,臺北市中正區公園路30號2樓之2,(02)23700827
3501203428,順欣診所,63000,文山區,臺北市文山區木柵路三段112號,(02)29391011
3501114597,永育醫療大湖診所,63000,內湖區,臺北市內湖區成功路4段366號1-2樓,(02)27906002
2401200559,臺灣警察專科學校醫務室,63000,文山區,臺北市文山區興隆路三段153號,(02)22308272
350102H099,東風診所,63000,大安區,臺北市大安區忠孝東路四段132號4樓,(02)27775868
3501105856,思雲診所,63000,中山區,臺北市中山北路2段137巷10號,(02)25428825
3501175741,承芯耳鼻喉科診所,63000,信義區,臺北市信義區大道路121號,(02)27265025
3501114613,佳霖診所,63000,內湖區,臺北市內湖區東湖路147號2樓,(02)26334535
3501186208,好甘心診所,63000,中正區,臺北市中正區公園路30號9樓之1、9樓之2,(02)23700889
3501163616,文遠診所,63000,北投區,臺北市北投區石牌路二段346號,(02)28739991
3501163563,橙品耳鼻喉科診所,63000,北投區,臺北市北投區自強街70號,(02)28200022
3501203455,佳鴻診所,63000,文山區,臺北市文山區羅斯福路六段256號1樓,(02)29333096
3501109532,龍江固廉診所,63000,中山區,臺北市中山區龍江路360號,(02)25170093
350102E445,安民家庭醫學科診所,63000,大安區,臺北市大安區大安路一段65號2樓之1,(02)27218556
3501109845,永育樂群診所,63000,中山區,臺北市中山區樂群二路210-2號,(02)85012268
3501196071,名家耳鼻喉科診所,63000,萬華區,臺北市萬華區西藏路107-2號1樓,(02)23036513
3501112815,魏之明小兒科診所,63000,內湖區,臺北市內湖區康寧路三段54之6號1樓,(02)26306968
3501015286,全煜耳鼻喉科診所,63000,松山區,臺北市松山區復興北路73號2樓,(02)87729068
350110A262,長安東診所,63000,中山區,臺北市中山區長安東路二段50之2號,(02)25670014
3501175732,臺北產業醫診所,63000,信義區,臺北市信義區信義路5段7號35樓,(02)81016355
3501015562,畇力診所,63000,松山區,臺北市松山區富錦街512號1樓,(02)27659022
350102H571,仁愛耳鼻喉科診所,63000,大安區,臺北市大安區光復南路308巷55號,(02)27214882
3501114686,高峰診所,63000,內湖區,臺北市內湖區內湖區內湖路二段39號1樓,(02)26591888
3501186306,力安妥診所,63000,中正區,臺北市中正區衡陽路30號2樓,(02)23882833
350110A422,中崙國際診所,63000,中山區,臺北市中山區八德路二段305號,(02)27711501
3501154902,宜達診所,63000,士林區,臺北市士林區前港街86號,(02)28833678
3501196106,可為診所,63000,萬華區,臺北市萬華區萬華區青年路24號（1樓）,(02)23370111
3501154715,德生診所,63000,士林區,臺北市士林區文林路552號,(02)29812988
2101170050,臺北市聯合醫院附設信義門診部,63000,信義區,臺北市信義區大道路116號,(02)87804152
350110A593,禾康診所,63000,中山區,臺北市中山區林森北路486號,(02)25319998
3501161103,臺新診所,63000,北投區,臺北市北投區光明路145號,(02)28936508
3501186593,德和診所,63000,中正區,臺北市中正區南昌路一段107號,(02)23563088
3501015615,泰安親親家庭診所,63000,松山區,臺北市松山區光復北路97號,(02)27605036
3501163625,和勤診所,63000,北投區,臺北市北投區中央北路4段543號1樓,(02)28942339
3501175698,松德耳鼻喉科診所,63000,信義區,臺北市信義區松德路58號1樓,(02) 27584958
350102G743,樂益耳鼻喉科診所,63000,大安區,臺北市大安區復興南路2段161號1樓,(02)27096199
350102I372,禾馨新生婦幼診所,63000,大安區,臺北市大安區新生南路三段2號,(02)23682333
3501114711,德威診所,63000,內湖區,臺北市內湖區內湖路一段667巷1號1樓,(02)27978033
350110A566,晨昕診所,63000,中山區,臺北市中山區復興北路350號3樓,(02)25151268
3501015660,心田民生診所,63000,松山區,臺北市松山區民生東路五段105號1樓,(02)27653039
3501103905,宏林診所,63000,中山區,臺北市中山區民生西路6號,(02)25618979
3501155007,士林欣然耳鼻喉科診所,63000,士林區,臺北市士林區文林路450號,(02)28386090
