機構名稱,行政區代碼,理事長,屆期,郵遞區號,地址,電話,傳真,電子郵件,立案字號,成立日期,經度,緯度,機關代碼,提供單位,上傳日期
臺北市中正區新永昌社區發展協會,63000050,顏文明,4,100,臺北市中正區永昌里汀州路一段232號4樓,23073916,,,北市社七字第098346334800號,0981106,121.5354854,25.0038403,379120000J,人民團體科,1030310
臺北市中正區新營共好社區發展協會,63000050,莊柏辰,1,100,臺北市中正區新營里金華街20號,02-33937573,,,北市社區字第0544號,1120612,,,379120000J,人民團體科,1120807
臺北市中正區新營社區發展協會,63000050,何國榮,3,100,臺北市中正區新營里寧波東街16巷2號,23214028,,,北市社七字第10442969000號,1040725,121.5202663,25.0328020,379120000J,人民團體科,1060303
臺北市中正區板溪社區發展協會,63000050,杜清泉,5,100,臺北市中正區板溪里汀州路二段151號,23676960,,,北市社七字第09531253200號,0941230,121.5209724,25.0246203,379120000J,人民團體科,1051204
臺北市中正區梅花社區發展協會,63000050,吳崑山,10,100,臺北市中正區梅花里紹興北街23號,23933800,,,北市社七字第53201號,0850727,121.5254021,25.0450132,379120000J,人民團體科,1040904
臺北市中正區榮町商圈暨城內社區發展協會,63000050,洪明通,8,100,臺北市中正區建國里衡陽路74號,23117120,(02)23754275,,,,,,379120000J,人民團體科,1120818
臺北市中正區樂活新營社區發展協會,63000050,柯騰晏,1,100,臺北市中正區新營里愛國東路116巷23弄1號10樓之2,,,,,1120818,,,379120000J,人民團體科,1121017
臺北市中正區櫻花社區發展協會,63000050,,0,100,臺北市中正區網溪里同安街80巷6號2樓,33651928,,,北市社七字第10431284600號,1040427,121.5200824,25.0221653,379120000J,人民團體科,1051230
臺北市中正區欣龍興社區發展協會,63000050,林恆志,4,100,臺北市中正區龍興里和平西路二段70巷6弄6-1號,23032845,,,北市社七字第10647769500號,1061126,,,379120000J,人民團體科,1090204
臺北市中正區永寬社區發展協會,63000050,陳麒文,5,100,臺北市中正區永昌里寧波西街181巷8號1樓,23014838,(02)23019622,,北市社七字第09636250400號,0960512,121.5104643,25.0266493,379120000J,人民團體科,1040821
臺北市中正區溫馨社區發展協會,63000050,徐年祥,3,100,臺北市中正區文祥里信義路二段17巷8號1樓,23219050,,,北市社七字第10435824800號,1040315,121.5254680,25.0357791,379120000J,人民團體科,1040506
臺北市中正區網溪社區發展協會,63000050,廖從翔,2,100,臺北市中正區網溪里廈門街154-3號,23623852,,,北市社七字第1083154163號,1080911,,,379120000J,人民團體科,1081008
臺北市中正區華山社區發展協會,63000050,吳春美,7,100,臺北市中正區幸福里金山南路一段18號12樓,23211083,,charming0212@yahoo.com.tw,北市社七字第09330464200號,0921223,121.5279197,25.0418090,379120000J,人民團體科,1030310
臺北市中正區螢橋社區發展協會,63000050,陳文質,5,100,臺北市中正區螢雪里重慶南路三段128號2樓之3,23052201,,,北市社七字第09542702600號,0951124,121.5164879,25.0245087,379120000J,人民團體科,1040204
臺北市中正區螢雪社區發展協會,63000050,黃德武,7,100,臺北市中正區螢雪里詔安街30號1樓,23052929,(02)23370090,,北市社七字第9025096700號,0900519,121.5154331,25.0248826,379120000J,人民團體科,1050325
臺北市中正區連雲社區發展協會,63000050,許志德,6,100,臺北市中正區三愛里臨沂街81-1號,23411892,(02)23411892,,北市社七字第09238128800號,0920610,121.5279550,25.0344010,379120000J,人民團體科,1051204
臺北市中正區頂東社區發展協會,63000050,王力炫,1,100,臺北市中正區網溪里晉江街62巷7弄7號,23696259,,kfcwang@yahoo.com.tw,,1150112,,,379120000J,人民團體科,1150115
臺北市大同區真善美社區發展協會,63000060,蔡明宏,6,103,臺北市大同區朝陽里天水路51巷4-1號2樓,25585441,(02)25594315,kmay8888@hotmail.com,北市社七字第09332388600號,0931008,121.5126614,25.0528584,379120000J,人民團體科,1090121
臺北市大同區延平社區發展協會,63000060,郭葉美月,3,103,臺北市大同區延平里延平北路二段235號5樓,25528918,(02)25535573,yhkuo_0929@so-net.net.tw,北市社七字第10436363500號,1040327,121.512817,25.058526,379120000J,人民團體科,1080612
臺北市大同區大稻埕社區發展協會,63000060,柯順耀,8,103,臺北市大同區大有里迪化街一段166號,25572345,(02)25576393,,北市社七字第22504號,0811030,121.509476,25.060096,379120000J,人民團體科,1020628
臺北市大同區國慶社區發展協會,63000060,吳思儒,9,103,臺北市大同區國慶里重慶北路三段136巷20號,25957466,(02)25910323,he.fong25940089@gmail.com,北市社七字第182號,0811122,121.5129038,25.0676504,379120000J,人民團體科,1060406
臺北市大同區圓環社區發展協會,63000060,周志賢,9,103,臺北市大同區建功里重慶北路一段83巷37號,25564651,(02)25558192,cherry480812@yahoo.com.tw,北市社七字第09440926600號,0941015,121.5154718,25.0529489,379120000J,人民團體科,1090224
臺北市大同區雙連社區發展協會,63000060,陳秀蘭,6,103,臺北市大同區雙連里歸綏街126號1樓,25528098,(02)25528098,,北市社七字第09239461800號,0920803,121.5147772,25.0582781,379120000J,人民團體科,1050215
臺北市大同區公園社區發展協會,63000060,陳清旭,8,103,臺北市大同區雙連里雙連街23號1樓,25554335,(02)25554605,seeshe168@yahoo.com.tw,北市社七字第54652號,0821020,121.517962,25.056186,379120000J,人民團體科,1030207
臺北市大同區星明社區發展協會,63000060,吳秋霞,2,103,臺北市大同區星明里太原路167號5樓,25562463,(02)25560836,,,,121.516871,25.055698,379120000J,人民團體科,1140408
臺北市大同區隆和社區發展協會,63000060,楊宗憲,7,103,臺北市大同區隆和里景化街46號2樓,25948830,(02)25943352,jmyang933@gmail.com,北市社七字第0358號,0821117,121.5126447,25.0650529,379120000J,人民團體科,1060303
臺北市大同區樹德社區發展協會,63000060,吳秋田,7,103,臺北市大同區斯文里大龍街79巷10號,25967144,,,北市社七字第1726號,0820120,121.5165777,25.0663661,379120000J,人民團體科,1040603
臺北市大同區萬和社區發展協會,63000060,李慧民,4,103,臺北市大同區鄰江里民族西路225巷36號2樓,25980126,,wu_slowly@yahoo.com.tw,北市社七字第10040162600號,1000625,121.5121871,25.0699362,379120000J,人民團體科,1080708
臺北市大同區圓山社區發展協會,63000060,李世長,5,103,臺北市大同區至聖里民族西路169巷7號3樓,25851407,,,北市社七字第09930869500號,0981211,121.519497,25.068666,379120000J,人民團體科,1080927
臺北市大同區蓬萊社區發展協會,63000060,徐美文,8,103,臺北市大同區蓬萊里承德路三段51巷15號5樓,25936524,(02)25935024,,北市社七字第41883號,0830702,121.518999,25.065546,379120000J,人民團體科,1020610
臺北市大同區慶安社區發展協會,63000060,林伸龍,8,103,臺北市大同區重慶里哈密街23巷3號1樓,25853929,(02)25959930,shun053@kimo.com,北市社七字第8825591400號,0880808,121.5184564,25.0744497,379120000J,人民團體科,1041013
臺北市大同區健康社區發展協會,63000060,陳李麵,4,103,臺北市大同區重慶里哈密街59巷51號1樓,25979252,(02)87896061,philip0806chiou@yahoo.com.tw,北市社七字第09947844300號,0991212,121.5158247,25.0754777,379120000J,人民團體科,1090203
臺北市大同區民權社區發展協會,63000060,陳玉女,9,103,臺北市大同區民權里民權西路184巷59-2號,25532863,(02)25529131,tpi_chenyn@pchome.com.tw,北市社七字第43881號,0840527,121.5151448,25.0621884,379120000J,人民團體科,1040417
臺北市大同區柴寮仔社區發展協會,63000060,林美菊,3,103,臺北市大同區民權里民權西路172號,25535227,(02)25571683,,北市社七字第10536436600號,1050326,121.5149855,25.0627683,379120000J,人民團體科,1080329
臺北市大同區淡水河邊社區發展協會,63000060,施懿珊,6,103,臺北市大同區國順里延平北路三段124號,25853129,(02)25987369,jennychen18@hotmail.com,北市社七字第社七字第9021933號,0891210,121.5243021,25.0403837,379120000J,人民團體科,1031111
臺北市大同區新鄰江社區發展協會,63000060,翁金義,6,103,臺北市大同區鄰江里迪化街二段256號4樓,25231522,(02)25969570,wjy2003@gmail.com,北市社七字第09239461800號,0930515,121.5115671,25.070329,379120000J,人民團體科,1080314
臺北市萬華區華江社區發展協會,63000070,洪佳君,8,108,臺北市萬華區華江里長順街14巷1弄2號1樓,23081454,(02)23041710,monga.jo@msa.hinet.net,北市社七字第29038號,0810614,121.4897084,25.0313326,379120000J,人民團體科,1050325
臺北市萬華區富福社區發展協會,63000070,石朝祥,6,108,臺北市萬華區富福里西園路一段179號2樓,23088108,(02)23023978,fufuli@pchome.com.tw,北市社七字第8827266700號,0881002,121.499469,25.0345473,379120000J,人民團體科,1060119
臺北市萬華區雙園社區發展協會,63000070,葉靜芳,8,108,臺北市萬華區雙園里莒光路293號1樓,23027140,(02)23027814,,北市社七字第23377號,0810507,121.4993599,25.030973,379120000J,人民團體科,1030903
臺北市萬華區堀江町社區發展協會,63000070,劉木榮,9,108,臺北市萬華區雙園里萬大路110號4樓,23066865,(02)23069852,chenlichu4718@yahoo.com.tw,北市社七字第09241374300號,0920817,121.500378,25.029905,379120000J,人民團體科,1030502
臺北市萬華區中正新城社區發展協會,63000070,王萍,4,108,臺北市萬華區忠貞里青年路66號4樓之3,23030579,(02)23090836,wang_ping1123@yahoo.com.tw,北市社七字第1023號,1020629,121.5027126,25.0242429,379120000J,人民團體科,1070828
臺北市萬華區忠貞社區發展協會,63000070,李桂琴,4,108,臺北市萬華區忠貞里青年路106巷26號4樓,23093320,(02)23076064,brocadenang@Xuite.net,北市社七字第10231711100號,1011209,121.5018385,25.0229531,379120000J,人民團體科,1081107
臺北市萬華區新忠社區發展協會,63000070,呂明珠,3,108,臺北市萬華區新忠里西藏路125巷15號3樓,23392806,(02)23392856,k0953009862@hotmail.com,北市社七字第1040197300號,1031225,121.5024592,25.0282239,379120000J,人民團體科,1080827
臺北市萬華區忠恕社區發展協會,63000070,李俊房,10,108,臺北市萬華區新忠里中華路二段364巷22弄3號,23032228,(02)23379651,shih0526@msn.com,北市社七字第39710號,0810822,121.50442,25.028744,379120000J,人民團體科,1030604
臺北市萬華區全德家園社區發展協會,63000070,趙素美,1,108,臺北市萬華區全德里德昌街19號1樓,,,,北市社區字第0559號,1140211,,,379120000J,人民團體科,1140211
臺北市萬華區保德社區發展協會,63000070,黃剛毅,8,108,臺北市萬華區保德里東園街154巷9弄2號1樓,23323337,(02)23396906,baode.cou@msa.hinet.net,北市社七字第13029號,0830118,121.4970747,25.022825,379120000J,人民團體科,1040417
臺北市萬華區壽德社區發展協會,63000070,陳志雄,1,108,臺北市萬華區壽德里長泰街45號,,,,北市社區字第0528號,1110421,,,379120000J,人民團體科,1120818
臺北市萬華區萬大社區發展協會,63000070,蔡素麗,6,108,臺北市萬華區壽德里萬大路387巷39號3樓,23090713,(02)23090713,suli_tsai@yahoo.com.tw,北市社七字第09135992200號,0910626,121.4998804,25.0217223,379120000J,人民團體科,1040311
臺北市萬華區好厝邊社區發展協會,63000070,許淑惠,4,108,臺北市萬華區仁德里西寧南路192-3號,23316860,(02)23144495,wh_lio9@mail.taipei.gov.tw,北市社七字第10038113000號,1000524,121.5061617,25.0390554,379120000J,人民團體科,1080128
臺北市萬華區糖廍社區發展協會,63000070,謝岳錡,2,108,臺北市萬華區糖廍里大理街159巷3號3樓之2,,,,,,,,379120000J,人民團體科,1120818
臺北市萬華區福音社區發展協會,63000070,陳欽屏,8,108,臺北市萬華區福音里貴陽街二段82巷20弄2號,23066302,(02)23369488,chern40@yahoo.com.tw,北市社七字第38495號,0830622,121.5026704,25.0391193,379120000J,人民團體科,1040904
臺北市萬華區艋舺社區發展協會,63000070,范添成,6,108,臺北市萬華區富民里康定路160號10樓,23611726,(02)23148037,,北市社七字第9020548500號,0891222,121.501806,25.039546,379120000J,人民團體科,1030207
臺北市萬華區綠堤社區發展協會,63000070,邱蔡鴦美,8,108,臺北市萬華區綠堤里環河南路二段175巷3號1樓,23023658,(02)23089391,princy@livemail.tw,北市社七字第66657號,0830311,121.4979557,25.0398063,379120000J,人民團體科,1051204
臺北市萬華區日祥社區發展協會,63000070,鄭丹鳳,8,108,臺北市萬華區日祥里青年路178巷28號3樓,23210973,(02)28216816,ik4982@yahoo.com.tw,北市社七字第31237號,0830506,121.502213,25.020119,379120000J,人民團體科,1030808
臺北市萬華區南一社區發展協會,63000070,張宏聖,1,108,臺北市萬華區日祥里青年路152巷37號4樓之1,,,,,1110922,,,379120000J,人民團體科,1120519
臺北市萬華區展新社區發展協會,63000070,翁文文,4,108,臺北市萬華區新安里萬大路187巷1弄13號1樓,23052690,,,北市社七字第10134998900號,1010314,121.5008592,25.0283054,379120000J,人民團體科,1060505
臺北市萬華區新國光社區發展協會,63000070,游秋蓮,4,108,臺北市萬華區凌霄里國興路36號7樓,23376040,(02)23090921,vickywei5@yahoo.com.tw,北市社七字第09839697300號,0980620,121.5082109,25.0249248,379120000J,人民團體科,1070202
臺北市萬華區新和七普拉斯社區發展協會,63000070,邱惠雯,2,108,臺北市萬華區新和里中華路二段416巷11-3號,23031537,,,北市社七字第1093059261號,1090316,,,379120000J,人民團體科,1090511
臺北市萬華區青年社區發展協會,63000070,邱惠雯,4,108,臺北市萬華區新和里中華路二段416巷11-2號,23033130,(02)23324095,youthph@yahoo.com.tw,北市社七字第09947493700號,0990920,121.505953,25.0260369,379120000J,人民團體科,1080119
臺北市萬華區馬場町社區發展協會,63000070,李重華,5,108,臺北市萬華區騰雲里水源路195號4樓之4,23096837,(02)23096837,map543@mail2000.com.tw,北市社七字第09743143000號,0971017,121.5076654,25.0224377,379120000J,人民團體科,1070828
臺北市萬華區國興水漾社區發展協會,63000070,,5,108,臺北市萬華區騰雲里水源路195號7樓之4,23055776,,lolin.photo@msa.hinet.net,北市社七字第09839684000號,0980620,121.5075709,25.022372,379120000J,人民團體科,1060911
臺北市萬華區忠德友善社區發展協會,63000070,施育婷,2,108,臺北市萬華區忠德里東園街66巷24弄8號,23321337,,,,,,,379120000J,人民團體科,1120818
臺北市萬華區忠德社區發展協會,63000070,鄭明裕,5,108,臺北市萬華區忠德里西園路二段177號,23093767,(02)23038309,,北市社七字第09138268600號,0910916,121.4951254,25.0278179,379120000J,人民團體科,1060206
臺北市萬華區我愛加蚋錦德社區發展協會,63000070,李哲佑,1,108,臺北市萬華區錦德里西園路二段281巷30-3號9樓之1,,,justgood011@gmail.com,北市社區字第0560號,1140414,,,379120000J,人民團體科,1150211
臺北市萬華區和平社區發展協會,63000070,高綉菊,9,108,臺北市萬華區和平里艋舺大道426號2樓,23361001,(02)23066212,yeoneguh@yahoo.com.tw,北市社七字第09239911500號,0920725,121.4980217,25.0326612,379120000J,人民團體科,1021011
臺北市萬華區菜園社區發展協會,63000070,鄭恩澤,2,108,臺北市萬華區菜園里內江街150號2樓,23888990,,,,,,,379120000J,人民團體科,1120818
臺北市萬華區新起社區發展協會,63000070,羅翊洋,4,108,臺北市萬華區新起里貴陽街二段19號6樓,23314358,,tang3516@yahoo.com.tw,北市社七字第10036432900號,1000409,121.5059061,25.039562,379120000J,人民團體科,1080611
臺北市文山區三福社區發展協會,63000080,蕭菊枝,1,116,臺北市文山區萬有里興隆路一段238-1號1樓,,,,北市社區字第0537號,1120314,,,379120000J,人民團體科,1121109
臺北市文山區大萬美社區發展協會,63000080,簡美智,3,116,臺北市文山區萬美里萬美街二段2巷7-5號1樓,02-22304477,,,北市社七字第1083102841號,1080525,,,379120000J,人民團體科,1080719
臺北市文山區木柵社區發展協會,63000080,高銘傳,2,116,臺北市文山區木柵里保儀路26巷11號1,0933-748027,,g23972667@gmail.com,北市社七字第10648223500號,1061112,121.5682408,24.9883392,379120000J,人民團體科,1070116
臺北市文山區老泉社區發展協會,63000080,周良銓,1,116,臺北市文山區老泉里老泉街15號2樓,02-29368966,,,北市社區字第0540號,1120505,,,379120000J,人民團體科,1120518
臺北市文山區良院社區發展協會,63000080,蘇文發,2,116,臺北市文山區試院里木柵路一段59巷11弄5號1樓,22369559,(02)22366281,bs-023@mail.taipei.gov.tw,北市社七字第10135622800號,1010104,121.5464120,24.9881946,379120000J,人民團體科,1050411
臺北市文山區忠順社區發展協會,63000080,曾寧旖,8,116,臺北市文山區忠順里興隆路四段145巷30號1樓,29399569,(02)29399969,xhung.s30@msa.hinet.net,北市社七字第09242062800號,0921018,121.5629737,24.9851030,379120000J,人民團體科,1050411
臺北市文山區明興社區發展協會,63000080,鄭嘉莉,15,116,臺北市文山區明興里木柵路二段109巷34號2樓,22340391,(02)86617532,,北市社七字第55582號,0830529,121.5637320,24.9907430,379120000J,人民團體科,1050705
臺北市文山區指南社區發展協會,63000080,李彩鳳,8,116,臺北市文山區指南里指南路三段34巷29號1樓,0932-125086,(02)86616564,maokong3@gmail.com,北市社七字第8825241700號,0880612,121.5814427,24.9694358,379120000J,人民團體科,1020523
臺北市文山區景人社區發展協會,63000080,,0,116,臺北市文山區景仁里景福街21巷4弄4號4樓,29315839,(02)29315839,,北市社七字第9026374000號,0900801,121.5385519,24.9987687,379120000J,人民團體科,1041224
臺北市文山區景行社區發展協會,63000080,薛琇云,9,116,臺北市文山區景行里景後街95號12樓,0920-052501,(02)29492838,kmh362@yahoo.com.tw,北市社七字第8624831000號,0860824,121.5430260,24.9918249,379120000J,人民團體科,1030604
臺北市文山區景東社區發展協會,63000080,高健翔,6,116,臺北市文山區景東里景興路153巷1號,86638808,,,北市社七字第09637251600號,0960608,121.5471600,24.9950790,379120000J,人民團體科,1050325
臺北市文山區景美社區發展協會,63000080,劉金蓮,4,116,臺北市文山區景美里育英街17巷9弄2號1樓,29316166,(02)29353736,sin1601820@yahoo.com.tw,北市社七字第10142296300號,1010819,121.5383560,24.9900360,379120000J,人民團體科,1020523
臺北市文山區景華社區發展協會,63000080,黃培堯,5,116,臺北市文山區景華里景華街52巷9號,29349967,,,北市社七字第09738775500號,0970311,121.5439170,24.9943510,379120000J,人民團體科,1050705
臺北市文山區景隆社區發展協會,63000080,林萬富,2,116,臺北市文山區萬有里景隆街53號,,,u586661@taipeipower.com.tw,北市社七字第10140828900號,1010722,121.5423713,24.9993520,379120000J,人民團體科,1050804
臺北市文山區景溪社區發展協會,63000080,張耿暉,7,116,臺北市文山區景仁里景福街43號,29326783,(02)86637180,,北市社七字第09139627000號,0010101,121.5371990,24.9984800,379120000J,人民團體科,1040417
臺北市文山區景福社區發展協會,63000080,曾瑞城,8,116,臺北市文山區興得里興隆路三段112巷2弄36號5樓,29345305,(02)29350790,,北市社七字第49064號,0820915,121.5567876,24.9990284,379120000J,人民團體科,1031205
臺北市文山區景慶社區發展協會,63000080,黃逢廣,14,116,臺北市文山區景慶里景福街147-1號1樓,29322483,(02)29355896,,北市社七字第16933號,0840107,121.5363590,24.9956980,379120000J,人民團體科,1041224
臺北市文山區景興社區發展協會,63000080,謝美嬌,8,116,臺北市文山區景華里景興路42巷4弄5-1號1樓,29347601,,banana0128@yahoo.com.tw,北市社七字第09340000200號,0931016,121.5436325,24.9973962,379120000J,人民團體科,1031205
臺北市文山區萃湖快樂社區發展協會,63000080,葉王秀香,1,116,臺北市文山區樟林里興隆路四段58巷2號4樓,02-29368429,,digiwiseman@pchome.com.tw,北市社七字第10140409300號,1010526,121.5601763,24.9852899,379120000J,人民團體科,1020523
臺北市文山區順興社區發展協會,63000080,柯敬偉,10,116,臺北市文山區順興里興隆路四段165巷12號2樓,29395932,(02)29382227,,北市社七字第20492號,0820411,121.5626042,24.9840749,379120000J,人民團體科,1050411
臺北市文山區新萬美社區發展協會,63000080,鄧瑞興,1,116,臺北市文山區萬美里萬美街二段16號1樓,,,,北市社區字第0549號,1120905,,,379120000J,人民團體科,1120914
臺北市文山區萬年社區發展協會,63000080,吳玉梅,8,116,臺北市文山區萬年里羅斯福路五段150巷35號,86637176,(02)29303806,,北市社七字第45966號,0830809,121.5381040,25.0063901,379120000J,人民團體科,1050215
臺北市文山區萬有社區發展協會,63000080,陳建源,4,116,臺北市文山區萬有里興隆路一段242號2樓,0955-697397,,,北市社七字第09934496700號,0990123,121.5408869,24.9977553,379120000J,人民團體科,1041229
臺北市文山區萬和社區發展協會,63000080,吳祚榮,11,116,臺北市文山區萬和里溪洲街12號5樓之10,29310147,(02)29358130,,北市社七字第41584號,0830417,121.5354435,25.0037610,379120000J,人民團體科,1050411
臺北市文山區萬芳社區發展協會,63000080,林再發,3,116,臺北市文山區萬芳里萬芳路1-1號,22301109,,uni9281@yahoo.com.tw,北市社七字第10439762500號,1040530,121.5713050,24.9944560,379120000J,人民團體科,1041208
臺北市文山區萬盛社區發展協會,63000080,朱靜芬,10,116,臺北市文山區萬有里興隆路一段170號1樓,29348950,(02)29339270,,北市社七字第64745號,0830922,121.5423460,25.0013110,379120000J,人民團體科,1031111
臺北市文山區萬祥社區發展協會,63000080,張紅木,2,116,臺北市文山區萬祥里羅斯福路五段255號,02-29330009,,,北市社字第0516號,,,,379120000J,人民團體科,1140903
臺北市文山區萬龍社區發展協會,63000080,李素琳,3,116,臺北市文山區萬隆里萬隆街27號1樓,02-29345047,,,北市社字第0502號,1081102,,,379120000J,人民團體科,1090707
臺北市文山區試院社區發展協會,63000080,廖婉妊,8,116,臺北市文山區試院里木柵路一段59巷11弄8號,22369404,,,北市社七字第8883號,0821204,121.5466163,24.9881587,379120000J,人民團體科,1041224
臺北市文山區實踐社區發展協會,63000080,林進坤,7,116,臺北市文山區華興里木柵路一段106號,22369156,(02)22360418,,北市社七字第120724號,0820221,121.5473192,24.9906757,379120000J,人民團體科,1041013
臺北市文山區德芳社區發展協會,63000080,,0,116,臺北市文山區興邦里興隆路二段153巷6弄5號,02-29340496,,hsucc29355706@gmail.com,北市社七字第10641304800號,1060720,121.5571747,24.9816085,379120000J,人民團體科,1080806
臺北市文山區樟文社區發展協會,63000080,黃富喜,3,116,臺北市文山區樟文里木新路三段278巷7弄6號,(02)22346605,(02)86616096,amd000333@yahoo.com.tw,北市社七字第10345638000號,1030816,121.5571610,24.9856290,379120000J,人民團體科,1051204
臺北市文山區樟林社區發展協會,63000080,沈易徵,8,116,臺北市文山區樟林里光輝路87巷3號2樓,29363425,(02)29363425,,北市社七字第53222號,0850621,121.5571610,24.9856290,379120000J,人民團體科,1050215
臺北市文山區樟新社區發展協會,63000080,陳增旺,3,116,臺北市文山區樟新里樟新街32巷3號1樓,(02)29373496,(02)29370936,hn88937930@yahoo.com.tw,北市社七字第10248157200號,1021109,121.5548843,24.9785976,379120000J,人民團體科,1051204
臺北市文山區樟樹社區發展協會,63000080,張章得,1,116,臺北市文山區樟樹里興隆路四段74巷10號4樓,29371851,,changder0420@gmail.com,北市社七字第10646703700號,1061028,121.5613919,24.9839899,379120000J,人民團體科,1070116
臺北市文山區興光社區發展協會,63000080,李瑞華,6,116,臺北市文山區興光里萬芳路105巷37號6樓,22396793,(02)22399188,,北市社七字第9025402600號,0900615,121.5634240,24.9967960,379120000J,人民團體科,1040311
臺北市文山區興邦社區發展協會,63000080,,0,116,臺北市文山區興邦里興隆路二段165號1樓,29335332,(02)29302011,red.ants@msa.hinet.net,北市社七字第10033264200號,1000220,121.5487379,25.0005469,379120000J,人民團體科,1040417
臺北市文山區興旺社區發展協會,63000080,陳忠榮,6,116,臺北市文山區興旺里福興路5號,0988-081982,,,北市社七字第09735298800號,0970419,121.5496583,25.0041053,379120000J,人民團體科,1040709
臺北市文山區興昌社區發展協會,63000080,,0,116,臺北市文山區興昌里辛亥路四段101巷85-8號,,,,北市社七字第09541708500號,0950923,121.5599085,25.0065374,379120000J,人民團體科,1050325
臺北市文山區興家社區發展協會,63000080,章存仲,16,116,臺北市文山區興家里興隆路三段207巷5弄10號2樓,22307140,(02)22305052,,北市社七字第36774號,0820725,121.5604660,24.9954129,379120000J,人民團體科,1041224
臺北市文山區興隆安康社區發展協會,63000080,仇世屏,2,116,臺北市文山區明義里興隆路四段105巷46號4樓,02-29385198,,auuxu3@gmail.com,北市社七字第10532076700號,1050127,121.5621700,24.9874860,379120000J,人民團體科,1051204
臺北市文山區興豐社區發展協會,63000080,王子嘉,8,116,臺北市文山區興豐里興隆路一段229巷2號2樓,29324127,,,北市社七字第26163號,0830415,121.5440705,25.0001769,379120000J,人民團體科,1041224
臺北市南港區久如社區發展協會,63000090,,4,115,臺北市南港區九如里研究院路三段68巷12號2樓,26516600,,,北市社七字第09841755200號,0980828,121.6141376,25.0351457,379120000J,人民團體科,1050705
臺北市南港區中研新村社區發展協會,63000090,林志隆,8,115,臺北市南港區中研里研究院路二段70巷47弄24號5樓,,,,北市社七字第10030180200號,0991229,121.6136033,25.0456327,379120000J,人民團體科,1060303
臺北市南港區仁福社區發展協會,63000090,江俊賢,7,115,臺北市南港區仁福里福德街373巷61號1樓,26543361,(02)26543362,,北市社七字第09539848000號,0950910,121.5921440,25.0394690,379120000J,人民團體科,1041109
臺北市南港區合心社區發展協會,63000090,沈耀澤,1,115,臺北市南港區合成里玉成街66-6號1樓,0933-032269,,,北市社七字第1083100674號,1080602,,,379120000J,人民團體科,1090206
臺北市南港區好厝邊社區發展協會,63000090,張明義,9,115,臺北市南港區中研里研究院路二段12巷57弄38號1樓,27827592,,,北市社七字第09237750700號,0920614,121.6135426,25.0480545,379120000J,人民團體科,1041013
臺北市南港區西新社區發展協會,63000090,江謝懿德,8,115,臺北市南港區西新里成功路一段99號,27825588,(02)27868236,,北市社七字第25191號,0820924,121.5270578,25.0026252,379120000J,人民團體科,1060119
臺北市南港區村上社區發展協會,63000090,莊炫淦,4,115,臺北市南港區東明里興華路64巷9號3樓,27827820,,,北市社七字第09934878700號,0990327,121.3249350,24.9790960,379120000J,人民團體科,1040904
臺北市南港區金聯成社區發展協會,63000090,鮑黎登,1,115,臺北市南港區聯成里東新街89巷1弄19號1樓,27865135,,,北市社區字第0558號,1140110,,,379120000J,人民團體科,1140715
臺北市南港區金鴻福社區發展協會,63000090,周文池,5,115,臺北市南港區鴻福里中坡南路15號,0937-918018,,,北市社七字第10037664500號,1000423,121.5828894,25.0434861,379120000J,人民團體科,1040709
臺北市南港區南港社區發展協會,63000090,李志錦,7,115,臺北市南港區南港里市民大道八段569巷2號,27823009,(02)27826682,,北市社七字第8923117300號,0890408,121.6147415,25.0543946,379120000J,人民團體科,1050325
臺北市南港區美芳社區發展協會,63000090,施金定,6,115,臺北市南港區合成里忠孝東路六段225巷1弄3號1樓,27852187,(02)26512737,,北市社七字第10439197400號,1040425,121.5884441,25.0499065,379120000J,人民團體科,1040821
臺北市南港區畚箕湖社區發展協會,63000090,陳錦隆,1,115,臺北市南港區舊莊里舊莊路二段328號,,,,,1130721,,,379120000J,人民團體科,1130830
臺北市南港區新光社區發展協會,63000090,鄭育忠,8,115,臺北市南港區新光里昆陽街140巷21號,26517928,(02)27834816,,北市社七字第04666號,0831022,121.5933552,25.0498035,379120000J,人民團體科,1041229
臺北市南港區新昆陽社區發展協會,63000090,簡振生,7,115,臺北市南港區西新里南港路三段80巷32號2樓,27852196,,,北市社七字第09333438500號,0930103,121.5890607,25.0545320,379120000J,人民團體科,1040204
臺北市南港區新富社區發展協會,63000090,葉明玉,1,115,臺北市南港區新富里研究院路一段99-8號1樓,,,,,1120310,,,379120000J,人民團體科,1120818
臺北市南港區聯成社區發展協會,63000090,李翠華,2,115,臺北市南港區聯成里東新街77巷29號1樓,27851737,,lee.tracy0404@gmail.com,北市社七字第1076074254號,1070928,,,379120000J,人民團體科,1081028
臺北市南港區鴻福社區發展協會,63000090,管莉玲,6,115,臺北市南港區鴻福里成福路82號,27863893,,,北市社七字第09635245900號,0960422,121.5865070,25.0438685,379120000J,人民團體科,1040603
臺北市南港區舊莊社區發展協會,63000090,鍾萬來,8,115,臺北市南港區舊莊里舊莊路一段145巷6弄39號,27822690,,,北市社七字第32937號,0820526,121.6186918,25.0423174,379120000J,人民團體科,1030903
臺北市內湖區大湖居安社區發展協會,63000100,郭坤祥,2,114,臺北市內湖區大湖里大湖山莊街219巷29號1樓,0939-020275,,,北市社七字第10730928400號,1061209,121.5997790,25.0890779,379120000J,人民團體科,1070427
